 2000.05.09.22.21.27.212   -25    0.029 
 2000.05.09.22.21.39.382   -24    0.029 
 2000.05.09.22.21.51.552   -23    0.030 
 2000.05.09.22.22.03.732   -22    0.058 
 2000.05.09.22.22.15.922   -21    0.157 
 2000.05.09.22.22.28.092   -20    0.280 
 2000.05.09.22.22.40.292   -19    0.342 
 2000.05.09.22.22.52.463   -18    0.361 
 2000.05.09.22.23.04.673   -17    0.379 
 2000.05.09.22.23.16.872   -16    0.390 
 2000.05.09.22.23.29.053   -15    0.394 
 2000.05.09.22.23.41.253   -14    0.397 
 2000.05.09.22.23.53.473   -13    0.402 
 2000.05.09.22.24.05.643   -12    0.406 
 2000.05.09.22.24.17.803   -11    0.411 
 2000.05.09.22.24.29.963   -10    0.417 
 2000.05.09.22.24.42.133    -9    0.424 
 2000.05.09.22.24.54.313    -8    0.430 
 2000.05.09.22.25.06.493    -7    0.437 
 2000.05.09.22.25.18.653    -6    0.445 
 2000.05.09.22.25.30.823    -5    0.451 
 2000.05.09.22.25.42.984    -4    0.457 
 2000.05.09.22.25.55.144    -3    0.465 
 2000.05.09.22.26.07.314    -2    0.471 
 2000.05.09.22.26.19.504    -1    0.478 
 2000.05.09.22.26.31.704     0    0.486 
 2000.05.09.22.26.43.862     1    0.493 
 2000.05.09.22.26.56.034     2    0.500 
 2000.05.09.22.27.08.214     3    0.509 
 2000.05.09.22.27.20.394     4    0.520 
 2000.05.09.22.27.32.585     5    0.539 
 2000.05.09.22.27.44.754     6    0.563 
 2000.05.09.22.27.56.924     7    0.590 
 2000.05.09.22.28.09.104     8    0.601 
 2000.05.09.22.28.21.284     9    0.596 
 2000.05.09.22.28.33.444    10    0.571 
 2000.05.09.22.28.45.634    11    0.525 
 2000.05.09.22.28.57.815    12    0.475 
 2000.05.09.22.29.09.985    13    0.416 
 2000.05.09.22.29.22.163    14    0.372 
 2000.05.09.22.29.34.325    15    0.344 
 2000.05.09.22.29.46.505    16    0.317 
 2000.05.09.22.29.58.675    17    0.250 
 2000.05.09.22.30.10.845    18    0.150 
 2000.05.09.22.30.23.017    19    0.079 
 2000.05.09.22.30.35.185    20    0.065 
 2000.05.09.22.30.47.365    21    0.061 
 2000.05.09.22.30.59.545    22    0.059 
 2000.05.09.22.31.11.715    23    0.056 
