 1999.07.15.14.48.01.923   -16    0.377 
 1999.07.15.14.48.05.983   -14    0.309 
 1999.07.15.14.48.10.056   -12    0.314 
 1999.07.15.14.48.14.133   -10    0.332 
 1999.07.15.14.48.18.193    -8    0.346 
 1999.07.15.14.48.22.263    -6    0.360 
 1999.07.15.14.48.26.325    -4    0.370 
 1999.07.15.14.48.30.393    -2    0.381 
 1999.07.15.14.48.34.456     0    0.417 
 1999.07.15.14.48.38.526     2    0.452 
 1999.07.15.14.48.42.584     4    0.485 
 1999.07.15.14.48.46.644     6    0.427 
 1999.07.15.14.48.50.714     8    0.220 
 1999.07.15.14.48.54.771    10    0.100 
 1999.07.15.14.48.58.834    12    0.054 
 1999.07.15.14.49.02.895    14    0.048 
 1999.07.15.14.49.06.945    16    0.046 
 1999.07.15.14.49.11.004    18    0.047 
 1999.07.15.14.49.15.075    20    0.048 
