 2000.04.12.15.45.26.540   -23    0.020 
 2000.04.12.15.45.38.730   -22    0.020 
 2000.04.12.15.45.50.910   -21    0.020 
 2000.04.12.15.46.03.090   -20    0.020 
 2000.04.12.15.46.15.280   -19    0.021 
 2000.04.12.15.46.27.459   -18    0.022 
 2000.04.12.15.46.39.640   -17    0.025 
 2000.04.12.15.46.51.821   -16    0.063 
 2000.04.12.15.47.04.001   -15    0.234 
 2000.04.12.15.47.16.171   -14    0.490 
 2000.04.12.15.47.28.351   -13    0.505 
 2000.04.12.15.47.40.531   -12    0.445 
 2000.04.12.15.47.52.711   -11    0.425 
 2000.04.12.15.48.04.881   -10    0.422 
 2000.04.12.15.48.17.051    -9    0.425 
 2000.04.12.15.48.29.241    -8    0.435 
 2000.04.12.15.48.41.401    -7    0.440 
 2000.04.12.15.48.53.581    -6    0.449 
 2000.04.12.15.49.05.771    -5    0.462 
 2000.04.12.15.49.17.951    -4    0.466 
 2000.04.12.15.49.30.111    -3    0.483 
 2000.04.12.15.49.42.281    -2    0.493 
 2000.04.12.15.49.54.452    -1    0.499 
 2000.04.12.15.50.06.614     0    0.511 
 2000.04.12.15.50.18.772     1    0.524 
 2000.04.12.15.50.30.962     2    0.536 
 2000.04.12.15.50.43.142     3    0.548 
 2000.04.12.15.50.55.322     4    0.552 
 2000.04.12.15.51.07.502     5    0.564 
 2000.04.12.15.51.19.722     6    0.579 
 2000.04.12.15.51.31.892     7    0.604 
 2000.04.12.15.51.44.062     8    0.628 
 2000.04.12.15.51.56.232     9    0.653 
 2000.04.12.15.52.08.402    10    0.718 
 2000.04.12.15.52.20.572    11    0.809 
 2000.04.12.15.52.32.752    12    0.901 
 2000.04.12.15.52.44.932    13    0.869 
 2000.04.12.15.52.57.073    14    0.623 
 2000.04.12.15.53.09.252    15    0.231 
 2000.04.12.15.53.21.412    16    0.106 
 2000.04.12.15.53.33.583    17    0.086 
 2000.04.12.15.53.45.763    18    0.074 
 2000.04.12.15.53.57.943    19    0.066 
 2000.04.12.15.54.10.123    20    0.061 
 2000.04.12.15.54.22.303    21    0.058 
 2000.04.12.15.54.34.473    22    0.055 
 2000.04.12.15.54.46.663    23    0.052 
 2000.04.12.15.54.58.853    24    0.050 
 2000.04.12.15.55.11.034    25    0.048 
