 1999.07.22.11.24.29.501   -22    0.198 
 1999.07.22.11.24.37.629   -20    0.065 
 1999.07.22.11.24.45.759   -18    0.182 
 1999.07.22.11.24.53.890   -16    0.243 
 1999.07.22.11.25.01.999   -14    0.271 
 1999.07.22.11.25.10.129   -12    0.297 
 1999.07.22.11.25.18.248   -10    0.335 
 1999.07.22.11.25.26.398    -8    0.375 
 1999.07.22.11.25.34.538    -6    0.404 
 1999.07.22.11.25.42.678    -4    0.414 
 1999.07.22.11.25.50.808    -2    0.422 
 1999.07.22.11.25.58.977     0    0.434 
 1999.07.22.11.26.07.157     2    0.458 
 1999.07.22.11.26.15.298     4    0.472 
 1999.07.22.11.26.23.437     6    0.409 
 1999.07.22.11.26.31.551     8    0.211 
 1999.07.22.11.26.39.697    10    0.106 
 1999.07.22.11.26.47.849    12    0.063 
 1999.07.22.11.26.55.976    14    0.055 
 1999.07.22.11.27.04.156    16    0.053 
 1999.07.22.11.27.12.265    18    0.053 
