 1999.08.19.21.44.32.924  -127    0.197 
 1999.08.19.21.44.41.044  -125    0.099 
 1999.08.19.21.44.49.184  -123    0.318 
 1999.08.19.21.44.57.306  -121    0.391 
 1999.08.19.21.45.05.474  -119    0.387 
 1999.08.19.21.45.13.624  -117    0.395 
 1999.08.19.21.45.21.754  -115    0.416 
 1999.08.19.21.45.29.873  -113    0.436 
 1999.08.19.21.45.38.004  -111    0.451 
 1999.08.19.21.45.46.143  -109    0.470 
 1999.08.19.21.45.54.274  -107    0.481 
 1999.08.19.21.46.02.423  -105    0.506 
 1999.08.19.21.46.10.553  -103    0.537 
 1999.08.19.21.46.18.702  -101    0.600 
 1999.08.19.21.46.26.845   -99    0.700 
 1999.08.19.21.46.34.992   -97    0.305 
 1999.08.19.21.46.43.122   -95    0.138 
 1999.08.19.21.46.51.272   -93    0.096 
 1999.08.19.21.46.59.412   -91    0.085 
 1999.08.19.21.47.07.522   -89    0.084 
 1999.08.19.21.47.15.691   -87    0.084 
