 1999.08.04.03.51.47.342  -104    0.115 
 1999.08.04.03.51.55.513  -102    0.014 
 1999.08.04.03.52.03.672  -100    0.015 
 1999.08.04.03.52.11.772   -98    0.017 
 1999.08.04.03.52.19.901   -96    0.028 
 1999.08.04.03.52.28.041   -94    0.152 
 1999.08.04.03.52.36.171   -92    0.183 
 1999.08.04.03.52.44.351   -90    0.168 
 1999.08.04.03.52.52.481   -88    0.165 
 1999.08.04.03.53.00.621   -86    0.174 
 1999.08.04.03.53.08.783   -84    0.180 
 1999.08.04.03.53.16.910   -82    0.188 
 1999.08.04.03.53.25.050   -80    0.196 
 1999.08.04.03.53.33.170   -78    0.229 
 1999.08.04.03.53.41.300   -76    0.215 
 1999.08.04.03.53.49.420   -74    0.121 
 1999.08.04.03.53.57.570   -72    0.047 
 1999.08.04.03.54.05.690   -70    0.035 
 1999.08.04.03.54.13.830   -68    0.031 
 1999.08.04.03.54.21.999   -66    0.029 
 1999.08.04.03.54.30.151   -64    0.028 
