0      -175  0.032    223        0         0       0     1
0      -170   0.0      0         0         0       0     1
13796  -168  0.097   5279      4.91     79.08    6.15    1
13797  -166  0.258  20758      3.02     87.07    5.55    1
13801  -136  0.493  38479      4.35     89.14    1.02    1
0     -163.8 0.576  53412     88.89     89.17    0.29    1
