 1999.08.27.20.21.09.244  -123    0.014 
 1999.08.27.20.21.21.454  -122    0.014 
 1999.08.27.20.21.33.684  -121    0.015 
 1999.08.27.20.21.45.864  -120    0.015 
 1999.08.27.20.21.58.034  -119    0.015 
 1999.08.27.20.22.10.233  -118    0.016 
 1999.08.27.20.22.22.413  -117    0.019 
 1999.08.27.20.22.34.583  -116    0.018 
 1999.08.27.20.22.46.764  -115    0.014 
 1999.08.27.20.22.58.949  -114    0.014 
 1999.08.27.20.23.11.124  -113    0.075 
 1999.08.27.20.23.23.312  -112    0.196 
 1999.08.27.20.23.35.488  -111    0.204 
 1999.08.27.20.23.47.662  -110    0.210 
 1999.08.27.20.23.59.841  -109    0.222 
 1999.08.27.20.24.12.032  -108    0.233 
 1999.08.27.20.24.24.201  -107    0.245 
 1999.08.27.20.24.36.381  -106    0.256 
 1999.08.27.20.24.48.582  -105    0.271 
 1999.08.27.20.25.00.770  -104    0.283 
 1999.08.27.20.25.12.970  -103    0.292 
 1999.08.27.20.25.25.190  -102    0.298 
 1999.08.27.20.25.37.390  -101    0.299 
 1999.08.27.20.25.49.580  -100    0.299 
 1999.08.27.20.26.01.779   -99    0.297 
 1999.08.27.20.26.13.979   -98    0.297 
 1999.08.27.20.26.26.179   -97    0.298 
 1999.08.27.20.26.38.389   -96    0.299 
 1999.08.27.20.26.50.588   -95    0.299 
 1999.08.27.20.27.02.800   -94    0.302 
 1999.08.27.20.27.15.001   -93    0.305 
 1999.08.27.20.27.27.188   -92    0.314 
 1999.08.27.20.27.39.368   -91    0.320 
 1999.08.27.20.27.51.567   -90    0.315 
 1999.08.27.20.28.03.752   -89    0.281 
 1999.08.27.20.28.15.947   -88    0.219 
 1999.08.27.20.28.28.137   -87    0.135 
 1999.08.27.20.28.40.346   -86    0.080 
 1999.08.27.20.28.52.517   -85    0.061 
 1999.08.27.20.29.04.736   -84    0.049 
 1999.08.27.20.29.16.916   -83    0.040 
 1999.08.27.20.29.29.106   -82    0.035 
 1999.08.27.20.29.41.305   -81    0.031 
 1999.08.27.20.29.53.475   -80    0.029 
 1999.08.27.20.30.05.675   -79    0.027 
 1999.08.27.20.30.17.875   -78    0.025 
 1999.08.27.20.30.30.085   -77    0.024 
 1999.08.27.20.30.42.306   -76    0.023 
 1999.08.27.20.30.54.544   -75    0.022 
