 1999.08.26.17.16.04.623  -127    0.015 
 1999.08.26.17.16.14.792  -126    0.015 
 1999.08.26.17.16.24.961  -125    0.016 
 1999.08.26.17.16.35.121  -124    0.016 
 1999.08.26.17.16.45.281  -123    0.020 
 1999.08.26.17.16.55.441  -122    0.046 
 1999.08.26.17.17.05.610  -121    0.139 
 1999.08.26.17.17.15.760  -120    0.242 
 1999.08.26.17.17.25.920  -119    0.313 
 1999.08.26.17.17.36.060  -118    0.344 
 1999.08.26.17.17.46.209  -117    0.360 
 1999.08.26.17.17.56.469  -116    0.364 
 1999.08.26.17.18.06.621  -115    0.365 
 1999.08.26.17.18.16.789  -114    0.367 
 1999.08.26.17.18.26.938  -113    0.368 
 1999.08.26.17.18.37.098  -112    0.368 
 1999.08.26.17.18.47.238  -111    0.367 
 1999.08.26.17.18.57.387  -110    0.368 
 1999.08.26.17.19.07.537  -109    0.368 
 1999.08.26.17.19.17.687  -108    0.368 
 1999.08.26.17.19.27.857  -107    0.367 
 1999.08.26.17.19.37.996  -106    0.366 
 1999.08.26.17.19.48.136  -105    0.365 
 1999.08.26.17.19.58.296  -104    0.362 
 1999.08.26.17.20.08.446  -103    0.360 
 1999.08.26.17.20.18.605  -102    0.358 
 1999.08.26.17.20.28.755  -101    0.356 
 1999.08.26.17.20.38.905  -100    0.349 
 1999.08.26.17.20.49.047   -99    0.346 
 1999.08.26.17.20.59.194   -98    0.335 
 1999.08.26.17.21.09.334   -97    0.326 
 1999.08.26.17.21.19.484   -96    0.323 
 1999.08.26.17.21.29.634   -95    0.333 
 1999.08.26.17.21.39.783   -94    0.321 
 1999.08.26.17.21.49.913   -93    0.268 
 1999.08.26.17.22.00.193   -92    0.184 
 1999.08.26.17.22.10.362   -91    0.108 
 1999.08.26.17.22.20.512   -90    0.081 
 1999.08.26.17.22.30.672   -89    0.068 
 1999.08.26.17.22.40.832   -88    0.061 
 1999.08.26.17.22.50.992   -87    0.058 
 1999.08.26.17.23.01.197   -86    0.056 
 1999.08.26.17.23.11.351   -85    0.055 
 1999.08.26.17.23.21.481   -84    0.055 
 1999.08.26.17.23.31.641   -83    0.055 
 1999.08.26.17.23.41.790   -82    0.055 
 1999.08.26.17.23.51.940   -81    0.056 
 1999.08.26.17.24.02.080   -80    0.057 
