 1999.07.15.20.09.17.710   -21    0.218 
 1999.07.15.20.09.25.859   -19    0.021 
 1999.07.15.20.09.33.998   -17    0.181 
 1999.07.15.20.09.42.139   -15    0.454 
 1999.07.15.20.09.50.262   -13    0.451 
 1999.07.15.20.09.58.379   -11    0.444 
 1999.07.15.20.10.06.490    -9    0.451 
 1999.07.15.20.10.14.619    -7    0.464 
 1999.07.15.20.10.22.740    -5    0.472 
 1999.07.15.20.10.30.890    -3    0.487 
 1999.07.15.20.10.39.021    -1    0.499 
 1999.07.15.20.10.47.151     1    0.519 
 1999.07.15.20.10.55.281     3    0.541 
 1999.07.15.20.11.03.421     5    0.592 
 1999.07.15.20.11.11.552     7    0.585 
 1999.07.15.20.11.19.678     9    0.349 
 1999.07.15.20.11.27.801    11    0.132 
 1999.07.15.20.11.35.927    13    0.075 
 1999.07.15.20.11.44.062    15    0.065 
 1999.07.15.20.11.52.193    17    0.061 
 1999.07.15.20.12.00.315    19    0.061 
