 1999.10.29.15.41.01.138   -89    0.018 
 1999.10.29.15.41.13.328   -88    0.018 
 1999.10.29.15.41.25.508   -87    0.019 
 1999.10.29.15.41.37.698   -86    0.020 
 1999.10.29.15.41.49.868   -85    0.021 
 1999.10.29.15.42.02.050   -84    0.025 
 1999.10.29.15.42.14.228   -83    0.033 
 1999.10.29.15.42.26.398   -82    0.041 
 1999.10.29.15.42.38.598   -81    0.047 
 1999.10.29.15.42.50.778   -80    0.054 
 1999.10.29.15.43.02.968   -79    0.063 
 1999.10.29.15.43.15.158   -78    0.082 
 1999.10.29.15.43.27.328   -77    0.122 
 1999.10.29.15.43.39.508   -76    0.197 
 1999.10.29.15.43.51.688   -75    0.289 
 1999.10.29.15.44.03.873   -74    0.359 
 1999.10.29.15.44.16.058   -73    0.408 
 1999.10.29.15.44.28.248   -72    0.423 
 1999.10.29.15.44.40.418   -71    0.425 
 1999.10.29.15.44.52.598   -70    0.425 
 1999.10.29.15.45.04.758   -69    0.422 
 1999.10.29.15.45.16.938   -68    0.420 
 1999.10.29.15.45.29.109   -67    0.417 
 1999.10.29.15.45.41.295   -66    0.413 
 1999.10.29.15.45.53.468   -65    0.411 
 1999.10.29.15.46.05.638   -64    0.404 
 1999.10.29.15.46.17.798   -63    0.406 
 1999.10.29.15.46.29.998   -62    0.406 
 1999.10.29.15.46.42.188   -61    0.408 
 1999.10.29.15.46.54.368   -60    0.416 
 1999.10.29.15.47.06.558   -59    0.435 
 1999.10.29.15.47.18.738   -58    0.457 
 1999.10.29.15.47.30.908   -57    0.472 
 1999.10.29.15.47.43.078   -56    0.480 
 1999.10.29.15.47.55.268   -55    0.469 
 1999.10.29.15.48.07.448   -54    0.432 
 1999.10.29.15.48.19.638   -53    0.368 
 1999.10.29.15.48.31.788   -52    0.286 
 1999.10.29.15.48.43.958   -51    0.193 
 1999.10.29.15.48.56.148   -50    0.110 
 1999.10.29.15.49.08.328   -49    0.073 
 1999.10.29.15.49.20.498   -48    0.051 
 1999.10.29.15.49.32.668   -47    0.038 
 1999.10.29.15.49.44.848   -46    0.031 
 1999.10.29.15.49.57.018   -45    0.027 
 1999.10.29.15.50.09.178   -44    0.024 
 1999.10.29.15.50.21.348   -43    0.022 
 1999.10.29.15.50.33.528   -42    0.021 
 1999.10.29.15.50.45.697   -41    0.020 
