**************************************************************************************************************
*****                             MOLLER MEASUREMENT DATA SUMMARY                                        *****
**************************************************************************************************************
* MN     - measurement number
* TG     - target number
* runNN  - run number
* TP     run type 1-measurement in point, 2-transverse scan, 3-longitudinal scan
* p-bg   - substracted accidental background
* p+bg   - no substraction of accidental background
* err    - statistical error +/-
* av-bg  - averaged polarization for substracted bg
* av+bg  - averaged polarization without bg substraction
* err    - statistical error
* hi2    - hi2/ndf
* Xenc   - transverce foil coordinate (by encoder) range:RightLimit=0.65 LeftLimit=3.81
* Yenc   - longitudinal foil coordinate (by encoder) 
*          Y range: top=0.4 center=1.40 bottom=2.56  top-bottom=55mm
* BOP    - BOP current (1/2 of a real current), Amp
* T.Pol  - target polarization
* date   - date of measurement
*** Target number       1(old)       2       3       4       5       6
*** Target material     S-Mend     S-Mend    Fe      Fe     S-Mend   Al
*** Target thickness    13.4        29.4     14.3    9.3      6.8
******************************************************************************************
*MN TG runNN TP p-bg    p+bg   err  av-bg    av+bg    err  hi2   Xenc  Yenc BOP T.Pol date 
******************************************************************************************
*******************************          YEAR 2005          ******************************
*** Beam current = 0.36 uAmp Fast raster is OFF
*** Runs 11745 - 11756  --  New target test run                                     06.16
******************************************************************************************
005 4 12004 2  83.45   84.34  0.48    0       0      0     0   1.683  1.020 4.0 6.85 09.10
005 4 12006 2 -83.65  -83.93  0.49    0       0      0     0   1.683  1.020 4.0 6.85 09.10
005 4 12007 2  84.53   83.56  0.48  -83.27  -83.71  0.23  1.2  1.683  1.020 4.0 6.85 09.10
*** Target 4 shifted for -10mm
005 4 12009 2 -83.42  -84.11  0.43    0       0      0     0   1.683  1.020 8.0 7.46 09.10
005 4 12010 2  84.36   84.68  0.45    0       0      0     0   1.683  1.020 8.0 7.46 09.10
005 4 12011 2 -83.49  -83.03  0.46    0       0      0     0   1.683  1.020 8.0 7.46 09.10
005 4 12012 2  84.01   84.47  0.41  -83.71  -83.94  0.21  0.9  1.683  1.020 8.0 7.46 09.10
*** Target 4 shifted for -20mm
005 4 12013 2 -83.14  -83.08  0.43    0       0      0     0   1.683  0.625 8.0 7.51 09.10
005 4 12014 2  83.38   83.20  0.43    0       0      0     0   1.683  0.625 8.0 7.51 09.10
005 4 12015 2 -82.31  -82.50  0.43    0       0      0     0   1.683  0.625 8.0 7.51 09.10
005 4 12016 2  82.82   83.21  0.48  -82.93  -83.12  0.23  0.9  1.683  0.625 8.0 7.51 09.10
*** Target 4 shifted for -20mm
005 4 12017 2 -82.91  -82.31  0.47    0       0      0     0   1.683  0.625 4.0 6.91 09.10
005 4 12018 2  83.57   83.07  0.51    0       0      0     0   1.683  0.625 4.0 6.91 09.10
005 4 12019 2 -83.26  -83.45  0.46    0       0      0     0   1.683  0.625 4.0 6.91 09.10
005 4 12020 2  82.39   83.25  0.49  -82.81  -83.08  0.23  1.3  1.683  0.625 4.0 6.91 09.10
*** Target 4 shifted for +10mm
005 4 12021 2 -84.13  -83.93  0.53    0       0      0     0   1.683  1.790 4.0 6.57 09.10
005 4 12022 2  83.42   83.47  0.50    0       0      0     0   1.683  1.790 4.0 6.57 09.10
005 4 12023 2 -84.26  -84.29  0.49    0       0      0     0   1.683  1.790 4.0 6.57 09.10
005 4 12024 2  84.16   84.38  0.50  -84.01  -84.27  0.25  1.1  1.683  1.790 4.0 6.57 09.10
*** Target 4 shifted for +10mm
005 4 12025 2 -84.11  -84.58  0.57    0       0      0     0   1.683  1.790 8.0 7.27 09.10
005 4 12026 2  82.97   83.21  0.42    0       0      0     0   1.683  1.790 8.0 7.27 09.10
005 4 12027 2 -83.37  -83.36  0.43    0       0      0     0   1.683  1.790 8.0 7.27 09.10
005 4 12028 2  83.79   84.55  0.42  -83.55  -83.86  0.22  1.1  1.683  1.790 8.0 7.27 09.10
*** Target 4 shifted for +20mm
005 4 12030 2  84.52   85.02  0.53    0       0      0     0   1.683  2.183 4.0 6.58 09.10
005 4 12031 2 -83.88  -84.21  0.46    0       0      0     0   1.683  2.183 4.0 6.58 09.10
005 4 12032 2  84.95   84.80  0.48    0       0      0     0   1.683  2.183 4.0 6.58 09.10
005 4 12033 2 -83.42  -93.93  0.49  -84.26  -84.60  0.24  1.0  1.683  2.183 4.0 6.58 09.10
*** Target 4 shifted for +20mm
005 4 12034 2  83.98   84.23  0.44    0       0      0     0   1.683  2.183 8.0 7.30 09.10
005 4 12037 2 -82.87  -83.40  0.45    0       0      0     0   1.683  2.183 8.0 7.30 09.10
005 4 12038 2  83.31   83.38  0.40    0       0      0     0   1.683  2.183 8.0 7.30 09.10
005 4 12039 2 -82.96  -83.77  0.42  -83.54  -83.59  0.21  0.9  1.683  2.183 8.0 7.30 09.10
*** Target 4 shifted for +5mm
005 4 12040 2  84.44   84.75  0.40    0       0      0     0   1.683  1.598 8.0 7.33 09.10
005 4 12041 2 -83.24  -83.95  0.42    0       0      0     0   1.683  1.598 8.0 7.33 09.10
005 4 12042 2  85.12   85.40  0.41    0       0      0     0   1.683  1.598 8.0 7.33 09.10
005 4 12044 2 -84.87  -85.16  0.42  -84.58  -84.72  0.20  0.8  1.683  1.598 8.0 7.33 09.10
*** Target 4 shifted for +5mm
005 4 12045 2 -86.31  -86.36  0.51    0       0      0     0   1.683  1.598 4.0 6.66 09.10
005 4 12046 2  84.22   84.43  0.47    0       0      0     0   1.683  1.598 4.0 6.66 09.10
005 4 12047 2 -85.75  -86.47  0.47    0       0      0     0   1.683  1.598 4.0 6.66 09.10
005 4 12048 2  85.48   85.74  0.48  -85.55  -85.88  0.24  0.9  1.683  1.598 4.0 6.66 09.10
******************************************************************************************
*** Target 5 at center  Beam current = 0.5 uAmp Fast raster is OFF
006 5 12050 1  85.64   85.83  0.43    0       0      0     0   1.040  1.399 8.0 7.97 09.10
006 5 12051 1 -85.64  -85.87  0.43    0       0      0     0   1.040  1.399 8.0 7.97 09.10
006 5 12052 1  85.08   85.37  0.43    0       0      0     0   1.040  1.399 8.0 7.97 09.10
006 5 12053 1 -86.54  -86.71  0.42   85.72   85.95  0.21  2.0  1.040  1.399 8.0 7.97 09.10
*** Target 5 at center  
006 5 12054 2  85.94   86.26  0.43    0       0      0     0   1.040  1.399 8.0 7.97 09.10
006 5 12055 2 -85.78  -86.11  0.45    0       0      0     0   1.040  1.399 8.0 7.97 09.10
006 5 12056 2  85.34   86.02  0.44    0       0      0     0   1.040  1.399 8.0 7.97 09.10
006 5 12057 2 -85.70  -86.20  0.44   86.02   86.27  0.25  1.1  1.040  1.399 8.0 7.97 09.10
*** Target 5 at center   *** 
006 5 12058 3  85.77   85.84  0.29    0       0      0     0   1.040  1.399 8.0 7.97 09.10
006 5 12059 3 -85.97  -85.78  0.31    0       0      0     0   1.040  1.399 8.0 7.97 09.10
006 5 12060 3  85.98   85.96  0.30   85.85   85.90  0.17  1.3  1.040  1.399 8.0 7.97 09.10
*** Target 4 at center
006 4 12061 1 -85.00  -85.24  0.41    0       0      0     0   1.660  1.387 8.0 7.40 09.10
006 4 12062 1  84.88   85.09  0.40    0       0      0     0   1.660  1.387 8.0 7.39 09.10
006 4 12063 1 -86.07  -86.41  0.40    0       0      0     0   1.660  1.387 8.0 7.40 09.10
006 4 12064 1  85.05   85.38  0.40   85.25   85.53  0.20  1.9  1.660  1.387 8.0 7.39 09.10
*** Target 4 at center
006 4 12065 2 -85.85  -85.55  0.46    0       0      0     0   1.660  1.387 8.0 7.40 09.10
006 4 12066 2  84.91   84.74  0.42    0       0      0     0   1.660  1.387 8.0 7.39 09.10
006 4 12067 2 -84.99  -85.63  0.42    0       0      0     0   1.660  1.387 8.0 7.40 09.10
006 4 12068 2  84.70   85.55  0.45   85.10   85.49  0.21  0.9  1.660  1.387 8.0 7.39 09.10
*** Target 4 shifted for +5mm
006 4 12069 2 -84.89  -85.23  0.42    0       0      0     0   1.660  1.790 8.0 7.27 09.10
006 4 12070 2  85.22   85.56  0.43    0       0      0     0   1.660  1.790 8.0 7.27 09.10
006 4 12071 2 -85.06  -85.10  0.40    0       0      0     0   1.660  1.790 8.0 7.27 09.10
006 4 12072 2  84.99   84.80  0.42   84.94   85.13  0.21  0.9  1.660  1.790 8.0 7.27 09.11
*** Target 4 shifted for +10mm
006 4 12074 2  84.60   85.16  0.41    0       0      0     0   1.660  1.680 8.0 7.29 09.11
006 4 12075 2 -84.99  -85.20  0.42    0       0      0     0   1.660  1.680 8.0 7.29 09.11
006 4 12076 2  84.79   84.86  0.42    0       0      0     0   1.660  1.680 8.0 7.29 09.11
006 4 12077 2 -84.77  -85.04  0.41   84.65   84.86  0.20  1.1  1.660  1.680 8.0 7.29 09.11
*** Target 4 Double scan
006 4 12078 3  84.15   84.52  0.22   84.15   84.52  0.22  1.0  1.660  1.390 8.0 7.39 09.11
*** Target 3 Double scan
006 3 12079 3  83.24   83.62  0.15   83.24   83.62  0.22  1.0  2.310  1.387 8.0 7.62 09.11
*** Target 1 at center
006 1 12080 1  86.21   86.79  0.27    0       0      0     0   3.570  1.410 8.0 7.95 09.11
006 1 12081 1 -88.58  -89.36  0.25    0       0      0     0   3.570  1.410 8.0 7.95 09.11
006 1 12082 1  87.29   87.94  0.25    0       0      0     0   3.540  1.410 8.0 7.95 09.11
006 1 12083 1 -87.92  -88.63  0.25   87.50   88.18  0.13  15.0 3.540  1.410 8.0 7.95 09.11
*** Target 2 at center
006 2 12085 1 -83.91  -84.20  0.33    0       0      0     0   2.330  1.400 8.0 8.20 09.11
006 2 12086 1  84.47   84.71  0.33   84.19   84.45  0.23  1.5  2.330  1.400 8.0 8.20 09.11
*** Target 2 Double scan
006 2 12087 3  84.46   84.76  0.12   84.46   84.76  0.12  0.0  2.330  1.400 8.0 0.0 09.11
*** Target 5 shifted for -20mm
006 5 12088 2  86.62   87.30  0.63    0       0      0     0   1.040  0.600 8.0 8.00 09.11
006 5 12089 2 -85.09  -86.36  0.85    0       0      0     0   1.040  0.600 8.0 8.00 09.11
006 5 12090 2  86.69   86.91  1.04   86.21   87.04  0.43  0.9  1.040  0.600 8.0 8.00 09.11
*** Target 3 at center
006 3 12091 2 -83.72  -84.07  0.32    0       0      0     0   2.301  1.400 8.0 7.62 09.11
006 3 12092 2  83.48   83.98  0.32    0       0      0     0   2.301  1.400 8.0 7.62 09.11
006 3 12093 2 -84.07  -84.53  0.32    0       0      0     0   2.301  1.400 8.0 7.62 09.11
006 3 12094 2  83.43   83.64  0.33   83.68   84.20  0.16  0.9  2.301  1.400 8.0 7.62 09.11
******************************************************************************************
*** Target 5 at center  Beam current = 0.5 uAmp
007 5 12097 1  85.18   85.47  0.43    0       0      0     0   1.035  1.399 8.0 7.97 09.26
007 5 12098 1 -86.10  -86.44  0.43    0       0      0     0   1.035  1.399 8.0 7.98 09.26
007 5 12100 1 -85.20  -85.42  0.43    0       0      0     0   1.035  1.399 8.0 7.96 09.26
007 5 12101 1  86.19   86.37  0.43  -85.67  -85.92  0.22  1.6  1.035  1.399 8.0 7.97 09.26
*** Target 5 at center  
007 5 12102 2 -85.80  -86.76  0.76    0       0      0     0   1.035  1.399 8.0 7.97 09.26
007 5 12103 2  86.86   87.06  0.75    0       0      0     0   1.035  1.399 8.0 7.98 09.26
007 5 12104 2 -84.31  -84.76  0.78    0       0      0     0   1.035  1.399 8.0 7.96 09.26
007 5 12105 2  85.58   86.32  0.79  -86.15  -86.19  0.22  1.6  1.035  1.399 8.0 7.97 09.26
*** Target 4 at center
007 4 12106 1 -85.87  -86.06  0.42    0       0      0     0   1.660  1.387 8.0 7.38 09.26
007 4 12107 1  86.38   86.61  0.42    0       0      0     0   1.660  1.387 8.0 7.36 09.26
007 4 12108 1 -85.36  -85.68  0.42    0       0      0     0   1.660  1.387 8.0 7.38 09.26
007 4 12109 1  85.63   85.95  0.42  -85.81  -86.08  0.21  1.1  1.660  1.387 8.0 7.38 09.26
*** Target 4 at center
007 4 12110 2 -86.99  -86.03  0.64    0       0      0     0   1.660  1.387 8.0 7.38 09.26
007 4 12111 2  86.60   86.38  0.68    0       0      0     0   1.660  1.387 8.0 7.38 09.26
007 4 12112 2 -85.22  -86.26  1.05    0       0      0     0   1.660  1.387 8.0 7.38 09.26
007 4 12113 2  84.36   85.51  0.95  -85.97  -86.30  0.36  1.0  1.660  1.387 8.0 7.38 09.26
*** Target 3 at center
007 3 12114 1 -82.44  -82.96  0.37    0       0      0     0   2.311  1.400 8.0 7.62 09.26
007 3 12115 1  82.97   83.40  0.37    0       0      0     0   2.311  1.400 8.0 7.62 09.26
007 3 12116 1 -83.50  -83.98  0.37    0       0      0     0   2.311  1.400 8.0 7.62 09.26
007 3 12117 1  82.81   83.27  0.37  -82.93  -83.40  0.18  1.9  2.311  1.400 8.0 7.62 09.26
*** Target 3 at center
007 3 12118 2 -84.65  -83.37  0.67    0       0      0     0   2.311  1.400 8.0 7.62 09.26
007 3 12119 2  82.34   82.31  0.65    0       0      0     0   2.311  1.400 8.0 7.62 09.26
007 3 12120 2 -82.87  -83.43  0.63    0       0      0     0   2.311  1.400 8.0 7.62 09.26
007 3 12122 2 -84.03  -84.50  0.74    0       0      0     0   2.311  1.400 8.0 7.62 09.26
007 3 12123 2  83.86   84.60  0.58  -83.54  -84.03  0.27  1.0  2.311  1.400 8.0 7.62 09.26
*** Target 5 at center
007 5 12125 1  85.47   85.73  0.45    0       0      0     0   1.031  1.399 8.0 7.96 09.26
007 5 12126 1 -85.03  -85.21  0.46    0       0      0     0   1.031  1.399 8.0 7.96 09.26
007 5 12127 1  85.01   85.24  0.45    0       0      0     0   1.031  1.399 8.0 7.96 09.26
007 5 12128 1 -85.54  -86.81  0.45  -85.26  -85.50  0.23  0.4  1.031  1.399 8.0 7.97 09.26
*** Target 2 at center
007 2 12129 1  84.33   84.57  0.40    0       0      0     0   2.940  1.399 8.0 8.20 09.26
007 2 12130 1 -84.32  -84.63  0.40    0       0      0     0   2.940  1.399 8.0 8.20 09.26
007 2 12131 1  83.94   84.20  0.40    0       0      0     0   2.940  1.399 8.0 8.20 09.26
007 2 12132 1 -84.69  -84.91  0.40  -84.32  -84.58  0.20  0.6  2.940  1.399 8.0 8.20 09.26
*** Target 2 at center
007 2 12133 2  84.82   87.01  1.47    0       0      0     0   2.940  1.399 8.0 8.20 09.26
007 2 12134 2 -85.59  -84.38  1.00    0       0      0     0   2.940  1.399 8.0 8.20 09.26
007 2 12135 2  85.93   85.77  0.85    0       0      0     0   2.940  1.399 8.0 8.20 09.26
007 2 12136 2 -82.79  -82.69  0.88    0       0      0     0   2.940  1.399 8.0 8.20 09.26
007 2 12137 2  82.85   83.23  0.84    0       0      0     0   2.940  1.399 8.0 8.20 09.26
007 2 12138 2 -82.64  -82.63  0.84  -83.73  -84.15  0.33  1.0  2.940  1.399 8.0 8.20 09.26
******************************************************************************************
************************                      SPIN DANCE               *******************
*** Target 5 at center  Beam current = 0.5 uAmp   WIEN filter=24.017
008 5 12152 1  88.20   88.46  0.46    0       0      0     0   1.040  1.399 8.0 8.00 10.17
008 5 12153 1 -87.80  -87.97  0.45    0       0      0     0   1.040  1.399 8.0 8.00 10.17
008 5 12154 1  87.15   87.43  0.45    0       0      0     0   1.040  1.399 8.0 8.00 10.17
008 5 12155 1 -87.61  -87.89  0.45   87.69   87.93  0.23  0.9  1.040  1.399 8.0 8.01 10.17
*** Target 4 at center
008 4 12156 1  85.24   85.55  0.42    0       0      0     0   1.660  1.399 8.0 7.60 10.17
008 4 12157 1 -85.98  -86.21  0.44    0       0      0     0   1.660  1.399 8.0 7.60 10.17
008 4 12158 1  85.38   85.72  0.42    0       0      0     0   1.660  1.399 8.0 7.60 10.17
008 4 12159 1 -85.23  -85.54  0.42   85.46   85.76  0.21  0.7  1.660  1.399 8.0 7.60 10.17
*** Target 4 at center  WIEN filter=-6.196
008 4 12161 1 -80.58  -80.81  0.42    0       0      0     0   1.660  1.399 8.0 7.60 10.17
008 4 12162 1  79.84   80.13  0.41    0       0      0     0   1.660  1.399 8.0 7.60 10.17
008 4 12163 1 -79.80  -80.01  0.42    0       0      0     0   1.660  1.399 8.0 7.60 10.17
008 4 12164 1  80.07   80.31  0.43   80.07   80.32  0.21  0.7  1.660  1.399 8.0 7.60 10.17
*** Target 4 at center  WIEN filter=+9.196
008 4 12165 1 -85.77  -86.08  0.43    0       0      0     0   1.660  1.399 8.0 7.61 10.17
008 4 12166 1  85.71   85.97  0.43    0       0      0     0   1.660  1.399 8.0 7.59 10.17
008 4 12167 1 -85.71  -86.00  0.45    0       0      0     0   1.660  1.399 8.0 7.60 10.17
008 4 12168 1  86.13   86.33  0.43   85.83   86.10  0.22  0.2  1.660  1.399 8.0 7.60 10.17
*** Target 4 at center  WIEN filter=+39.204
008 4 12169 1 -79.77  -80.10  0.43    0       0      0     0   1.660  1.399 8.0 7.60 10.17
008 4 12170 1  78.82   79.03  0.45    0       0      0     0   1.660  1.399 8.0 7.61 10.17
008 4 12171 1 -80.63  -80.88  0.43    0       0      0     0   1.660  1.399 8.0 7.60 10.17
008 4 12172 1  80.00   80.18  0.43   79.81   80.05  0.22  0.2  1.660  1.399 8.0 7.60 10.17
*** Target 4 at center  WIEN filter=+54.212
008 4 12173 1 -68.36  -68.59  0.44    0       0      0     0   1.660  1.399 8.0 7.60 10.17
008 4 12174 1  69.33   69.57  0.44    0       0      0     0   1.660  1.399 8.0 7.61 10.17
008 4 12175 1 -69.01  -69.27  0.45    0       0      0     0   1.660  1.399 8.0 7.61 10.17
008 4 12176 1  68.21   68.45  0.45   68.73   68.97  0.22  0.2  1.660  1.399 8.0 7.60 10.17
*** Target 5 at center  WIEN filter=54.212
008 5 12177 1 -71.16  -71.34  0.48    0       0      0     0   1.035  1.399 8.0 8.00 10.17
008 5 12178 1  71.11   71.31  0.48    0       0      0     0   1.035  1.399 8.0 8.00 10.17
008 5 12179 1 -71.01  -71.20  0.47    0       0      0     0   1.035  1.399 8.0 8.00 10.17
008 5 12180 1  70.51   70.65  0.48   70.95   71.12  0.24  0.4  1.035  1.399 8.0 8.01 10.17
******************************************************************************************
*** Target 5 at center Beam current=0.54 uAmp
009 5 12186 1  88.81   89.00  0.43    0       0      0     0   1.040  1.399 8.0 7.98 10.24
009 5 12188 1  88.77   88.00  0.43    0       0      0     0   1.040  1.399 8.0 8.00 10.24
009 5 12190 1  88.89   89.17  0.44    0       0      0     0   1.040  1.399 8.0 7.97 10.24
009 5 12191 1 -89.11  -89.33  0.44    0       0      0     0   1.040  1.399 8.0 8.00 10.24
009 5 12192 1  88.98   89.23  0.43    0       0      0     0   1.040  1.399 8.0 7.97 10.24
009 5 12193 1 -89.49   89.69  0.43   89.01   89.23  0.18  0.4  1.040  1.399 8.0 7.97 10.24
*** Target 4 at center
009 4 12194 1  88.58   88.88  0.48    0       0      0     0   1.660  1.399 8.0 7.40 10.24
009 4 12195 1 -89.05  -89.38  0.41    0       0      0     0   1.660  1.399 8.0 7.40 10.24
009 4 12196 1  88.66   88.95  0.42    0       0      0     0   1.660  1.399 8.0 7.40 10.24
009 4 12197 1 -88.40  -88.77  0.42   88.67   89.00  0.21  0.4  1.660  1.399 8.0 7.38 10.24
*** Target 3 at center
009 3 12198 1  85.86   86.44  0.32    0       0      0     0   2.310  1.399 8.0 7.62 10.24
009 3 12199 1 -86.24  -86.64  0.32    0       0      0     0   2.310  1.399 8.0 7.62 10.24
009 3 12200 1  86.10   86.50  0.33    0       0      0     0   2.310  1.399 8.0 7.62 10.24
009 3 12201 1 -85.95  -86.41  0.32   86.04   86.50  0.16  0.9  2.310  1.399 8.0 7.62 10.24
*** Target 1 at center
009 1 12203 1 -89.21  -89.86  0.28    0       0      0     0   3.570  1.399 8.0 7.95 10.24
009 1 12204 1  89.58   90.14  0.28    0       0      0     0   3.570  1.399 8.0 7.95 10.24
009 1 12205 1 -89.39  -89.94  0.28    0       0      0     0   3.570  1.399 8.0 7.95 10.24
009 1 12206 1  89.47   90.04  0.29  89.41   90.00  0.14   0.3  3.570  1.399 8.0 7.95 10.24
*** Target 2 at center Beam current=0.2 uAmp
009 2 12208 1  86.93   87.22  0.35    0       0      0     0   2.930  1.399 8.0 8.20 10.24
009 2 12209 1 -88.10  -88.40  0.36    0       0      0     0   2.930  1.399 8.0 8.20 10.24
009 2 12210 1  87.67   87.98  0.35    0       0      0     0   2.930  1.399 8.0 8.20 10.24
009 2 12211 1 -87.46  -87.80  0.36   87.54   87.85  0.18  1.8  2.930  1.399 8.0 8.20 10.24
*** Target 3 at center  Beam current=0.2 uAmp
009 3 12212 1  86.01   86.15  0.52    0       0      0     0   2.310  1.399 8.0 7.62 10.24
009 3 12213 1 -87.06  -87.25  0.53    0       0      0     0   2.310  1.399 8.0 7.62 10.24
009 3 12214 1  87.52   87.70  0.52    0       0      0     0   2.310  1.399 8.0 7.62 10.24
009 3 12215 1 -87.98  -88.11  0.52   87.14   87.30  0.26  2.6  2.310  1.399 8.0 7.62 10.24
******************************************************************************************
*******************************          YEAR 2006          ******************************
*** Target 5 at center Beam current=0.5 uAmp
010 5 12224 1  88.09   88.37  0.26    0       0      0     0   1.025  1.390 8.0 7.97 02.28
010 5 12225 1 -88.80  -89.13  0.32    0       0      0     0   1.025  1.390 8.0 7.97 02.28
010 5 12228 1  88.55   88.64  0.30    0       0      0     0   1.025  1.390 8.0 7.99 02.28
010 5 12229 1 -88.91   89.98  0.30  -88.80  -89.23  0.14  0.8  1.025  1.390 8.0 7.96 02.28
*** Target 5 at center
010 5 12230 2  89.61   89.37  0.44    0       0      0     0   1.025  1.390 8.0 7.97 02.28
010 5 12231 2 -89.13  -89.59  0.37    0       0      0     0   1.025  1.390 8.0 7.97 02.28
010 5 12232 2  89.30   89.30  0.37    0       0      0     0   1.025  1.390 8.0 7.99 02.28
010 5 12233 2 -89.60   89.97  0.38  -89.34  -89.50  0.19  0.9  1.025  1.390 8.0 7.96 02.28
*** Target 3 at center 
010 3 12234 1 -86.35  -86.50  0.22    0       0      0     0   2.300  1.399 8.0 7.67 02.28
010 3 12235 1  86.71   86.81  0.22  -86.53  -86.65  0.16  1.3  2.300  1.399 8.0 7.62 02.28
*** Target 3 at center 
010 3 12236 2 -86.80  -86.50  0.40    0       0      0     0   2.300  1.399 8.0 7.67 02.28
010 3 12237 2  86.19   85.94  0.30  -86.17  -86.36  0.25  0.9  2.300  1.399 8.0 7.62 02.28
******************************************************************************************
*** Target 5 at center Beam current=0.5 uAmp
011 5 12247 1 -88.45  -88.55  0.29    0       0      0     0   1.040  1.390 8.0 7.97 03.04
011 5 12248 1  87.76   87.78  0.29    0       0      0     0   1.040  1.390 8.0 7.97 03.04
011 5 12249 1 -88.17  -88.16  0.29    0       0      0     0   1.040  1.390 8.0 7.97 03.04
011 5 12250 1  88.50   88.58  0.30   88.22   88.27  0.14  1.4  1.040  1.390 8.0 7.97 03.04
*** Target 5 at center
011 5 12251 2 -88.09  -88.46  0.53    0       0      0     0   1.040  1.390 8.0 7.97 03.04
011 5 12252 2  88.74   88.45  0.51   88.83   88.95  0.36  1.2  1.040  1.390 8.0 7.97 03.04
*** Target 5 
011 5 12253 3 -87.39  -87.60  0.40    0       0      0     0   1.040  1.390 8.0 0.0 03.04
011 5 12254 3  87.51   87.36  0.29   87.31   87.52  0.24  1.2  1.040  1.390 8.0 0.0 03.04
*****************************************************************************************
*** Target 5 at center Beam current=0.5 uAmp Fast raster is OFF
012 5 12258 1 -85.71  -85.92  0.30    0       0      0     0   1.040  1.390 8.0 7.97 03.09
012 5 12259 1  86.69   86.95  0.30    0       0      0     0   1.040  1.390 8.0 7.97 03.09
012 5 12260 1 -87.05  -87.27  0.30    0       0      0     0   1.040  1.390 8.0 7.97 03.09
012 5 12261 1  86.41   86.69  0.30  -86.47  -86.71  0.15  3.6  1.040  1.390 8.0 7.97 03.09
*** Target 5 at center Beam current=0.77 uAmp
012 5 12263 1  84.23   84.58  0.28    0       0      0     0   1.040  1.390 8.0 7.97 03.09
012 5 12264 1 -85.80  -86.10  0.28  -85.02  -85.34  0.20  1.6  1.040  1.390 8.0 7.97 03.09
*** Target 5 at center Beam current=0.77 uAmp
012 5 12265 2  86.31   86.66  0.37    0       0      0     0   1.040  1.390 8.0 7.97 03.09
012 5 12266 2 -85.45  -86.27  0.38  -85.98  -86.19  0.26  0.8  1.040  1.390 8.0 7.97 03.09
*** Target 4 at center Beam current=0.77 uAmp
012 4 12267 2  84.59   85.22  0.33    0       0      0     0   1.660  1.390 8.0 7.42 03.09
012 4 12268 2 -84.95  -85.37  0.34  -85.01  -85.38  0.24  0.8  1.660  1.390 8.0 7.42 03.09
*** Target 3 at center Beam current=0.77 uAmp
012 3 12270 2 -82.62  -83.13  0.27    0       0      0     0   1.675  1.390 8.0 7.62 03.09
012 3 12271 2  82.64  -83.19  0.26  -82.78  -83.37  0.18  0.9  1.675  1.390 8.0 7.62 03.09
*** Target 2 at center Beam current=0.36 uAmp
012 2 12272 2 -84.06  -84.66  0.26    0       0      0     0   1.675  1.390 8.0 8.21 03.09
012 2 12273 2  84.40   85.11  0.25  -84.22  -84.76  0.18  1.0  1.675  1.390 8.0 8.21 03.09
*** Target 3 at center Beam current=0.53 uAmp
012 3 12274 2 -85.00  -84.63  0.31    0       0      0     0   1.675  1.390 8.0 7.62 03.09
012 3 12275 2  84.33   85.11  0.33  -84.51  -84.52  0.22  1.3  1.675  1.390 8.0 7.62 03.09
******************************************************************************************
*** Target 5 at center Beam current=0.52 uAmp
013 5 12281 1  81.91   82.13  0.36    0       0      0     0   1.039  1.380 8.0 7.97 03.25
013 5 12282 1 -82.62  -82.80  0.36  -82.27  -82.47  0.26  1.9  1.039  1.380 8.0 7.97 03.25
*** Target 5 at center
013 5 12283 2  83.35   82.45  0.51    0       0      0     0   1.039  1.380 8.0 7.97 03.25
013 5 12284 2 -83.45  -83.79  0.36  -82.81  -83.40  0.33  1.6  1.039  1.380 8.0 7.97 03.25
*** Target 4 at center
013 4 12285 2  81.92   82.51  0.43    0       0      0     0   1.387  1.380 8.0 7.46 03.25
013 4 12286 2 -81.84  -81.94  0.47  -81.71  -82.15  0.31  0.8  1.387  1.380 8.0 7.46 03.25
*** Target 3 at center
013 3 12287 2  79.34   79.33  0.34    0       0      0     0   2.303  1.380 8.0 7.67 03.25
013 3 12288 2 -80.04  -80.34  0.30  -79.66  -79.88  0.22  1.0  2.303  1.380 8.0 7.67 03.25
*** Target 4 at center
013 4 12289 2  82.86   83.31  0.49    0       0      0     0   1.387  1.380 4.0 6.81 03.25
013 4 12290 2 -82.77  -82.95  0.52  -82.76  -83.14  0.34  1.0  1.387  1.380 4.0 6.81 03.25
*** Target 4 Double scan
013 4 12291 3  82.80   83.13  0.17    0       0      0     0   1.387  1.380 4.0 0.00 03.25
013 4 12292 3 -82.78  -83.07  0.19  -82.81  -83.08  0.13  1.1  1.387  1.380 4.0 0.00 03.25
******************************************************************************************
*** Target 5 at center Beam current=0.52 uAmp
014 5 12336 1 -86.49  -86.68  0.42    0       0      0     0   1.039  1.380 8.0 7.97 05.10
014 5 12337 1  85.78   85.95  0.38    0       0      0     0   1.039  1.380 8.0 7.98 05.10
014 5 12338 1 -85.90  -86.01  0.43  -86.06  -86.20  0.24  0.9  1.039  1.380 8.0 7.97 05.10
** Target 5 at center
014 5 12339 2  86.59   86.77  0.39    0       0      0     0   1.039  1.380 8.0 7.98 05.10
014 5 12340 2 -86.47  -86.66  0.38  -86.39  -86.83  0.27  0.9  1.039  1.380 8.0 7.97 05.10
*** Target 4 at center
014 4 12341 2  87.32   88.38  0.40    0       0      0     0   1.387  1.380 8.0 7.27 05.10
014 4 12342 2 -86.94  -87.47  0.39  -87.33  -87.92  0.28  0.9  1.387  1.380 8.0 7.27 05.10
*** Target 3 at center
014 3 12343 2  83.94   84.65  0.28    0       0      0     0   2.303  1.390 8.0 7.66 05.10
