  3389.  62597. 1.   
  3178.  58015. 1.   
  2884.  53532. 1.
  3124.  57575. 1.   
  6656. 126870. 1.  
  7482. 143358. 1.  
 14585. 293671. 1. 
 16997. 350514. 1.
  6254. 116246. 1.  
  5082.  93313. 1.  
  3907.  70758. 1.
  3539.  63846. 1.     
  3250. 58546 1.
  3319. 60148 1.
  3654. 66532 1.
  3339. 60571 1.
  3420. 62323 1.
  3451. 62803 1.

