13416.  111.370003    1.450550   79.941399  222.727997
13417.  112.014999    0.564103   79.054901  222.735992
13418.  110.644997    2.498170   79.941399  222.727997
13419.  111.773003    1.289380   80.424896  222.735992
13420.  111.450996    0.886447   79.457901  222.727997
13420.  111.450996    0.886447   79.457901  222.727997
13421.  111.933998    1.934070   80.505501  222.735992
13422.  110.564003    1.047620   79.780197  222.735992
13423.  112.739998    2.820510   80.183197  222.727997
13424.  111.692001    1.692310   79.216103  222.727997
13425.  109.678001    1.208790   79.941399  222.727997
13426.  111.047997    2.095240   79.538498  222.735992
13427.  110.081001    1.369960   79.538498  222.727997
13428.  111.209000    1.611720   80.022003  222.727997
13429.  110.403000    0.805861   79.780197  222.727997
13430.  111.692001    1.531140   78.652000  222.727997
13431.  111.612000    1.450550   80.263702  222.727997
13432.  112.336998    1.128210   80.022003  222.727997
13433.  111.612000    0.805861   80.022003  222.727997
13434.  111.209000    0.805861   79.780197  222.735992
13435.  111.612000    1.047620   79.619102  222.735992
13436.  109.918999    0.564103   80.344299  222.735992
13437.  110.321999    1.531140   78.813202  222.727997
13438.  110.081001    2.901100   79.457901  222.727997
13439.  110.967003    1.611720   78.652000  222.727997
13440.  112.901001    1.531140   79.538498  222.735992
13441.  111.612000    0.161172   78.249100  222.727997
13443.  111.530998    1.047620   79.296700  222.735992
13444.  112.255997    1.611720   81.069603  222.735992
13445.  111.692001    0.967033   78.893799  222.727997
13446.  110.161003    1.289380   79.135498  222.735992
13447.  111.289001    1.772890   80.747299  222.727997
13448.  109.918999    2.337000   80.263702  222.727997
13449.  111.127998    1.369960   79.699600  222.727997
13450.  110.161003    2.175820   79.054901  222.735992
13451.  110.241997    0.886447   80.022003  222.735992
13452.  110.886002    1.853480   79.296700  222.735992
13453.  113.545998    0.564103   80.102600  222.727997
13454.  110.644997    1.450550   79.619102  222.727997
13455.  111.450996    1.934070   80.102600  222.735992
13456.  110.806000    0.967033   78.974403  222.735992
13457.  112.336998    1.692310   79.780197  222.727997
13458.  110.967003    0.967033   78.893799  222.735992
13459.  110.081001    1.772890   80.827797  222.735992
13460.  111.450996    2.739930   79.699600  222.735992
13461.  111.933998    1.208790   80.022003  222.727997
13462.  111.612000    2.014650   80.263702  222.735992
13463.  110.806000    0.886447   77.765602  222.727997
13465.  111.852997    0.886447   79.457901  222.735992
13466.  112.498001    1.369960   79.377296  222.735992
13467.  112.336998    1.450550   78.974403  222.735992
13468.  112.255997    1.772890   79.054901  222.735992
13469.  111.773003    0.000000   80.263702  222.727997
13470.  110.644997    2.820510   78.571404  222.735992
13471.  111.450996    1.208790   79.457901  222.727997
13472.  110.644997    1.853480   78.168503  222.735992
13473.  111.209000    0.080586   79.377296  222.735992
13474.  112.739998    1.289380   79.699600  222.727997
13475.  112.014999    1.128210   79.054901  222.727997
13476.  110.886002    1.853480   78.813202  222.727997
13477.  111.370003    1.450550   79.054901  222.735992
13478.  111.612000    1.128210   80.666702  222.727997
13479.  110.161003    0.402930   79.216103  222.727997
13480.  111.692001    1.450550   79.377296  222.727997
13481.  111.370003    1.369960   79.457901  222.735992
13482.  111.933998    1.853480   78.571404  222.727997
13483.  110.161003    1.692310   79.296700  222.727997
13484.  110.806000    2.095240   78.490799  222.727997
13485.  111.773003    2.095240   79.296700  222.735992
13486.  111.852997    1.450550   79.296700  222.727997
13487.  111.209000    1.772890   81.714302  222.727997
13488.  111.852997    1.450550   79.619102  222.727997
13489.  110.806000    2.578750   81.633698  222.735992
13490.  111.773003    1.692310   78.410301  222.727997
13491.  111.692001    2.417580   78.571404  222.735992
13492.  111.047997    2.498170   78.410301  222.735992
13493.  112.417999    1.047620   79.860802  222.727997
13494.  110.484001    1.128210   79.457901  222.727997
13495.  111.450996    1.934070   80.022003  222.735992
13496.  112.095001    1.531140   80.102600  222.727997
13497.  111.530998    1.128210   79.457901  222.727997
13501.  110.724998    1.772890   81.150200  222.735992
13502.  109.678001    2.095240   77.120903  222.735992
13503.  113.061996    1.772890   78.571404  222.735992
13504.  112.579002    2.498170   79.216103  222.744003
13505.  111.289001    1.934070   79.135498  222.744003
13506.  111.127998    1.772890   79.860802  222.735992
13507.  111.692001    1.047620   78.490799  222.744003
13508.  110.724998    1.289380   79.860802  222.744003
13509.  110.081001    2.981690   78.490799  222.744003
13510.  111.289001    0.886447   80.424896  222.744003
13511.  110.724998    1.934070   78.893799  222.744003
13512.  111.209000    1.772890   78.893799  222.735992
13513.  112.255997    2.256410   79.860802  222.735992
13514.  112.336998    1.772890   79.377296  222.744003
13515.  111.289001    2.578750   81.714302  222.735992
13516.  111.612000    1.853480   79.941399  222.744003
13517.  110.161003    2.578750   78.893799  222.735992
13518.  111.127998    1.772890   79.216103  222.735992
13520.  109.838997    1.531140   77.282097  222.751007
13521.  112.014999    1.692310   79.780197  222.751007
13522.  110.564003    0.967033   79.296700  222.751007
13523.  111.773003    1.208790   79.699600  222.751007
13524.  111.289001    1.772890   79.780197  222.759003
13525.  109.838997    1.692310   78.732597  222.751007
