13443.    5. -0.074383  0.249834 -0.112074
13444.    5.  0.008001  0.538372  0.176239
13445.    5.  0.021094  0.534389  0.172535
13448.    4.  0.122749  0.517263  0.037126
13449.    4.  0.167108  0.465669 -0.014455
13450.    4.  0.115577  0.251177 -0.228795
13451.    4.  0.177646  0.359067 -0.120974
13453.    3. -0.087389  0.312897 -0.038522
13454.    3. -0.108103  0.173614 -0.177801
13455.    3. -0.050536  0.175220 -0.176134
13457.    3. -0.081895  0.113027 -0.238381
13459.    2. -0.136003  0.155556 -0.313102
13460.    2. -0.221482  0.205320 -0.263397
13461.    2. -0.239403  0.291265 -0.177373
13467.    5. -0.028323  0.743356  0.260329
13468.    5. -0.071367  0.814118  0.331208
13469.    5. -0.012717  0.531293  0.048321
13470.    5. -0.102106  0.150167 -0.332847
13471.    5. -0.101245  0.213892 -0.268567
13472.    5. -0.127340  0.266469 -0.215885
13473.    5. -0.187412  0.255985 -0.225944
13475.    5. -0.190129  0.243178 -0.238077
13476.    5. -0.084724  0.401333 -0.079751
13477.    5. -0.241544  0.203029 -0.278191
13478.    5. -0.207275  0.190443 -0.290288
13479.    5. -0.210352  0.208360 -0.272686
13480.    5. -0.136123  0.144156 -0.337132
13481.    5. -0.217462  0.105749 -0.375621
13482.    5. -0.200532  0.166907 -0.314627
13483.    5. -0.229224  0.217223 -0.264277
13484.    4. -0.116577  0.173746 -0.306353
13485.    4. -0.235598  0.285243 -0.194995
13486.    4. -0.076839  0.235212 -0.245102
13487.    4. -0.170376  0.220425 -0.259714
13488.    3. -0.147066  0.200433 -0.278961
13489.    3. -0.153151  0.284608 -0.194755
13490.    3. -0.380695 -0.140584 -0.619918
13491.    3. -0.485829 -0.167976 -0.647215
13492.    3.  0.002616 -0.124353 -0.603304
13493.    3. -0.040394 -0.151788 -0.630382
13494.    2. -0.029384 -0.116165 -0.593403
13495.    2.  0.056170 -0.103957 -0.581054
13496.    2.  0.079835 -0.111194 -0.588330
13497.    2.  0.026352 -0.112491 -0.589485
13502.    5. -0.308378  0.587900  0.105589
13503.    5. -0.366796  0.679261  0.196849
13504.    5. -0.387905  0.678240  0.195748
13505.    5. -0.291168  0.693779  0.211371
13506.    4. -0.353640  0.630243  0.146919
13507.    4. -0.332136  0.664561  0.181463
13508.    4. -0.344067  0.681343  0.198274
13509.    4. -0.301573  0.676418  0.193427
13510.    3. -0.494197  0.441249 -0.040131
13511.    3. -0.038937  0.353052 -0.128249
13512.    3.  0.043360  0.350943 -0.130195
13513.    3. -0.105682  0.444819 -0.040541
13514.    2. -0.018144  0.349796 -0.130162
13515.    2. -0.242998 -0.092564 -0.572546
13516.    2. -0.262866 -0.010016 -0.490139
13517.    2. -0.338952  0.012157 -0.467497
13520.    5. -1.061780  0.117998 -0.357165
13521.    5. -0.999662  0.123497 -0.351856
13522.    5. -1.074440  0.144998 -0.330409
13523.    5. -0.859966  0.107315 -0.368301
13525.    4. -0.955698  0.143349 -0.335878
13526.    4. -0.901945  0.172629 -0.306801
13527.    4. -0.928019  0.069892 -0.409322
13528.    4. -0.886455  0.092444 -0.386940
13529.    3. -0.995238  0.147637 -0.332020
13530.    3. -0.957987  0.103283 -0.375231
13531.    3. -0.911260  0.074799 -0.403745
13532.    3. -0.976496  0.132036 -0.346484
13534.    2. -0.814463  0.107858 -0.369532
13535.    2. -0.956249  0.059738 -0.417518
13536.    2. -0.895810  0.114417 -0.362644
13541.    5. -0.078698  0.543534  0.011883
13542.    5. -0.090115  0.362604 -0.168803
13543.    5. -0.036308  0.479822 -0.051335
13544.    5. -0.086402  0.638148  0.106899
13545.    5. -0.487709  0.125800 -0.405384
13546.    5. -0.460287  0.452540 -0.078919
13547.    5. -0.440780  0.420679 -0.110381
13548.    5. -0.367543  0.392600 -0.138293
13549.    5. -0.106753  0.417390 -0.113146
13550.    5. -0.093870  0.325411 -0.204747
13551.    5. -0.110285  0.334335 -0.195529
13552.    5. -0.191722  0.343381 -0.186383
13553.    5. -0.144428  0.325854 -0.204197
13554.    4. -0.157074  0.362458 -0.167381
13555.    4. -0.163765  0.353362 -0.176632
13556.    4. -0.179060  0.418386 -0.111582
13557.    4. -0.049497  0.382466 -0.147249
13558.    3. -0.237102  0.358639 -0.169117
13559.    3. -0.185418  0.435603 -0.092133
13560.    3. -0.128884  0.393656 -0.133556
13561.    3. -0.103668  0.316751 -0.210367
13566.    5. -0.255969  0.280416 -0.254213
13567.    5. -0.279012  0.332289 -0.202257
13568.    5. -0.276194  0.291136 -0.243422
13569.    5. -0.239519  0.297632 -0.236863
13570.    4. -0.269639  0.321811 -0.214315
13571.    4. -0.283569  0.265592 -0.270439
13572.    4. -0.240590  0.300183 -0.235054
13573.    4. -0.263024  0.333451 -0.201798
13574.    3. -0.233916  0.222033 -0.310857
13575.    3. -0.223987  0.202690 -0.329937
13577.    3. -0.210005  0.305359 -0.227321
13578.    2. -0.192590  0.226793 -0.304596
13579.    2. -0.193504  0.180490 -0.351138
13580.    2. -0.135202  0.136077 -0.395227
13581.    2. -0.048448  0.262108 -0.268463
13582.    2. -0.150037  0.321934 -0.247737
13588.    5. -0.117101  0.703061  0.167133
13589.    5. -0.079229  0.658561  0.120492
13590.    5. -0.084882  0.643656  0.104805
13591.    5. -0.067240  0.578189  0.039202
13592.    5. -0.049284  0.624534  0.085744
13593.    5. -0.092415  0.630954  0.092118
13594.    5. -0.115948  0.572041  0.033502
13595.    5. -0.113116  0.702806  0.163668
13596.    5. -0.055756  0.717065  0.178449
13597.    5. -0.083600  0.636007  0.097221
13598.    5. -0.060882  0.682806  0.144097
13599.    5. -0.075736  0.663957  0.125252
13600.    5. -0.081115  0.654828  0.116033
13601.    5. -0.100272  0.601132  0.062449
13602.    5. -0.090222  0.617783  0.079208
13603.    5. -0.120134  0.677743  0.139087
13604.    5. -0.107124  0.644519  0.105992
13605.    5. -0.020560  0.631664  0.093448
