 
          Moller measurements: rates/sec and asymmetries
  run    Left   Right Coinc. Accid.    BCM      Clock      Cor.Asymm        Polarization    angl  An.Pow Pol.Targ PolarizationL/R     Asym BCM     coil Factor
16159  252034  225974  93929  1004.    41621.  101586  0.0554+/- 0.0002  0.8975+/- 0.0036   0.00  0.7675  0.0804  0.5687  0.5889 -0.00045 0.00015   0.0 16.214
