    0.0152         2.0937
    0.4000         9.8636
    0.8500        12.5467
    1.3000        14.0632
    1.7500        15.2711
    2.2000        16.4291
    2.6500        16.7895
    3.1000        17.1985
    3.5500        17.9800
    4.0000        18.8283
    4.4500        19.1164
    4.9000        19.5858
    5.3500        19.2012
    5.8000        20.6685
    6.2500        21.1134
    6.7000        21.7344
    7.1500        21.3207
    7.6000        21.7873
    8.0500        22.6824
    8.5000        23.5697
    8.9500        22.9464
    9.4000        24.1044
    9.8500        23.6606
   10.3000        24.6193
   10.7500        23.8225
   11.2000        25.1330
   11.6500        25.4429
   12.1000        25.5930
   12.5500        25.6729
   13.0000        26.4469
   13.4500        26.5301
   13.9000        27.0706
   14.3500        26.6959
   14.8000        27.1028
   15.2500        27.4939
   15.7000        27.4820
   16.1500        28.1560
   16.6000        28.4717
   17.0500        28.9962
   17.5000        28.5192
   17.9500        29.4633
   18.4000        29.0125
   18.8500        28.9140
   19.3000        29.3236
   19.7500        29.8446
   20.2000        30.6900
   20.6500        31.2294
   21.1000        30.9942
   21.5500        30.7618
   22.0000        31.2451
   22.4500        31.4308
   22.9000        31.8690
   23.3500        31.8044
   23.8001        31.9110
   24.2501        32.2918
   24.7001        32.6878
   25.1501        32.9939
   25.6001        33.3795
   26.0501        33.3661
   26.5001        34.0423
   26.9501        33.6083
   27.4001        33.9409
   27.8501        34.1247
   28.3001        33.7808
   28.7501        34.9508
   29.2001        34.6222
   29.6501        35.2425
   30.1001        35.4954
   30.5501        34.8865
   31.0001        35.2962
   31.4501        35.7572
   31.9001        36.1221
   32.3501        36.3083
   32.8001        36.7779
   33.2501        36.3864
   33.7001        37.0066
   34.1501        36.8320
   34.6001        37.0233
   35.0501        36.8647
   35.5001        37.8301
   35.9501        37.3181
   36.4001        37.4256
   36.8501        37.3774
   37.3001        38.3525
   37.7502        38.2728
   38.2002        38.4814
   38.6502        39.0375
   39.1002        38.7571
   39.5502        38.5978
   40.0002        39.1147
   40.4502        39.6037
   40.9002        39.4642
   41.3502        38.9446
   41.8002        39.9586
   42.2503        39.2307
   42.7003        39.9898
   43.1503        40.0596
   43.6003        40.2966
   44.0503        40.3596
   44.5003        40.6109
   44.9503        40.5784
   45.4003        40.7637
   45.8503        41.4285
   46.3004        40.9843
   46.7504        41.5289
   47.2004        41.7016
   47.6504        41.5174
   48.1004        41.8100
   48.5504        41.9694
   49.0004        41.9569
   49.4504        42.6167
   49.9004        42.7138
   50.3503        43.0570
   50.8003        43.2251
   51.2503        43.1448
   51.7003        42.9186
   52.1503        43.0269
   52.6003        43.2785
   53.0504        43.6056
   53.5004        43.7865
   53.9504        43.1063
   54.4004        43.2946
   54.8504        44.0988
   55.3004        44.0938
   55.7504        45.0526
   56.2004        44.4685
   56.6504        44.8121
   57.1004        45.3362
   57.5504        44.8617
   58.0004        44.5186
   58.4504        45.9296
   58.9004        45.7361
   59.3504        45.5148
   59.8004        45.5632
   60.2504        45.8014
   60.7004        45.8641
   61.1504        46.2334
   61.6004        46.3772
   62.0504        45.8135
   62.5004        46.2714
   62.9504        46.6024
   63.4004        47.1835
   63.8504        46.8255
   64.3004        47.2100
   64.7504        46.8120
   65.2004        47.2426
   65.6504        48.1211
   66.1004        47.3236
   66.5505        47.5640
   67.0005        48.3980
   67.4505        48.2882
   67.9005        47.4886
   68.3505        47.5631
   68.8005        48.1124
   69.2505        48.2544
   69.7005        48.9663
   70.1505        49.3750
   70.6005        48.5447
   71.0505        49.0432
   71.5005        48.9592
   71.9505        48.6803
   72.4005        49.3421
   72.8504        49.1013
   73.3004        50.0603
   73.7504        49.6706
   74.2004        50.3318
   74.6504        50.2800
   75.1004        49.3070
   75.5504        50.3127
   76.0004        49.5206
   76.4503        50.9659
   76.9003        50.8869
   77.3503        50.7234
   77.8003        50.4745
   78.2503        50.6630
   78.7003        51.0596
   79.1502        51.2074
   79.6003        50.8243
   80.0502        51.3335
   80.5003        52.2377
   80.9502        51.8591
   81.4002        51.3913
   81.8501        51.8050
   82.3002        51.6444
   82.7501        52.5766
   83.2001        52.2211
   83.6502        51.9741
   84.1002        52.6530
   84.5501        53.0128
   85.0002        52.1494
   85.4502        52.9565
   85.9002        53.1282
   86.3502        52.9339
   86.8002        53.1246
   87.2502        53.5907
   87.7002        52.9934
   88.1502        53.5419
   88.6002        53.3061
   89.0501        53.7968
   89.5002        53.8938
   89.9502        54.5191
   90.4002        53.7833
   90.8502        53.8985
   91.3002        54.5148
   91.7502        54.4925
   92.2001        54.2597
   92.6501        54.1518
   93.1001        54.7369
   93.5501        54.4253
   94.0002        55.2566
   94.4502        55.2033
   94.9003        55.2019
   95.3502        55.3906
   95.8002        55.1501
   96.2502        54.9669
   96.7001        55.4151
   97.1501        55.6656
   97.6001        55.9251
   98.0501        55.4089
   98.5001        56.1473
   98.9502        56.6577
   99.4002        55.9886
   99.8501        56.7510
  100.3001        56.2155
  100.7501        56.4471
  101.2001        56.3326
  101.6501        56.7973
  102.1002        56.2763
  102.5502        56.4851
  103.0002        56.8021
  103.4502        56.3944
  103.9002        56.7128
  104.3502        57.2262
  104.8002        57.4297
  105.2502        57.9579
  105.7002        58.0261
  106.1502        57.7012
  106.6003        57.9917
  107.0502        58.1701
  107.5002        58.0456
  107.9502        57.2612
  108.4002        58.7909
  108.8501        58.5568
  109.3002        59.0343
  109.7501        58.4686
  110.2002        58.7064
  110.6502        58.9863
  111.1002        59.0231
  111.5503        59.6221
  112.0003        59.4540
  112.4503        59.7533
  112.9003        59.4886
  113.3503        59.1706
  113.8003        59.2908
  114.2503        59.2544
  114.7004        59.7260
  115.1504        60.2321
  115.6003        60.1530
  116.0503        60.5317
  116.5004        59.9291
  116.9504        59.8966
  117.4004        60.3706
  117.8503        60.8142
  118.3003        60.8307
  118.7503        60.5432
  119.2003        60.3418
  119.6503        60.0749
  120.1003        60.9581
  120.5503        60.9503
  121.0004        60.7100
  121.4503        61.4683
  121.9004        61.3314
  122.3503        61.5085
  122.8003        62.0934
  123.2503        61.4898
  123.7003        61.8616
  124.1503        61.5517
  124.6003        62.1263
  125.0503        62.2037
  125.5003        62.2578
  125.9502        62.3666
  126.4002        61.9947
  126.8503        62.2760
  127.3003        62.5006
  127.7503        62.4887
  128.2003        62.6071
  128.6503        62.8612
  129.1003        62.5302
  129.5503        62.6440
  130.0002        63.1944
  130.4503        63.1029
  130.9003        63.2767
  131.3503        63.7526
  131.8002        63.5497
  132.2501        63.2618
  132.7002        63.7477
  133.1502        64.1774
  133.6003        63.8557
  134.0502        63.7418
  134.5002        63.9611
  134.9502        64.1153
  135.4003        63.9925
  135.8503        63.9630
  136.3003        64.5287
  136.7503        64.3768
  137.2003        64.7683
  137.6502        64.8004
  138.1003        64.1356
  138.5502        64.9618
  139.0002        64.9764
  139.4502        65.1023
  139.9001        65.1201
  140.3501        65.0057
  140.8001        65.3418
  141.2503        65.7857
  141.7003        65.5344
  142.1502        65.7422
  142.6001        65.8572
  143.0501        65.6597
  143.5002        65.3798
  143.9501        65.6105
  144.4000        66.1173
  144.8500        65.8989
  145.2999        66.4810
  145.7500        66.4175
  146.2001        66.5150
  146.6499        66.9280
  147.0999        66.5853
  147.5500        66.6305
  148.0000        66.4145
  148.4499        66.8753
  148.9000        66.8894
  149.3500        66.4270
  149.8000        67.0221
  150.2499        67.0742
  150.6999        66.9536
  151.1498        67.1551
  151.5997        67.7892
  152.0495        66.5817
  152.4996        67.6304
  152.9496        68.0354
  153.3996        67.8634
  153.8497        67.7662
  154.2997        67.5716
  154.7497        67.7420
  155.1998        68.4029
  155.6499        67.8455
  156.0999        67.7557
  156.5499        68.1795
  156.9997        68.6348
  157.4498        68.6549
  157.8997        68.7499
  158.3496        68.3673
  158.7996        68.6386
  159.2496        69.1551
  159.6996        69.2273
  160.1495        69.0500
  160.5996        68.8132
  161.0496        68.9127
  161.4995        69.1573
  161.9495        69.8664
  162.3994        69.1433
  162.8494        68.9771
  163.2995        69.6489
  163.7495        69.7016
  164.1994        70.0956
  164.6494        69.9163
  165.0994        70.0010
  165.5494        69.6153
  165.9993        69.8150
  166.4493        70.0741
  166.8993        69.8971
  167.3493        70.3806
  167.7992        70.3532
  168.2493        70.6038
  168.6992        71.1607
  169.1492        70.7551
  169.5993        70.7636
  170.0492        70.6024
  170.4993        70.4045
  170.9493        70.7266
  171.3993        71.3914
  171.8493        70.6294
  172.2993        71.3735
  172.7493        71.5300
  173.1993        71.7165
  173.6493        71.0160
  174.0993        71.9489
  174.5492        71.7146
  174.9992        71.8734
  175.4492        70.7930
  175.8992        71.5567
  176.3493        71.6087
  176.7994        72.0349
  177.2493        72.0933
  177.6994        72.2354
  178.1495        72.0624
  178.5995        71.8901
  179.0495        72.8895
  179.4994        72.6982
  179.9494        72.9037
  180.3995        72.7381
  180.8494        72.4848
  181.2994        72.7883
  181.7494        73.1851
  182.1994        73.0794
  182.6491        73.5827
  183.0992        73.2477
  183.5493        73.2580
  183.9992        73.0671
  184.4491        73.2728
  184.8990        73.4027
  185.3491        72.9668
  185.7991        74.2389
  186.2490        74.0586
  186.6991        73.4247
  187.1491        73.9129
  187.5991        74.2125
  188.0493        73.8001
  188.4994        74.3024
  188.9493        74.6311
  189.3993        74.8783
  189.8493        74.4032
  190.2992        74.1576
  190.7493        74.4638
  191.1992        74.2401
  191.6492        75.0648
  192.0993        74.5675
  192.5493        74.5037
  192.9993        75.3324
  193.4492        74.1025
  193.8992        74.3965
  194.3491        74.9588
  194.7992        75.0006
  195.2492        75.4543
  195.6993        74.9451
  196.1493        75.0136
  196.5992        75.2468
  197.0493        74.9999
  197.4993        75.8302
  197.9492        75.9130
  198.3993        76.1179
  198.8493        75.6989
  199.2994        75.8202
  199.7495        75.8262
  200.1995        75.9876
  200.6495        76.2702
  201.0995        75.6632
  201.5496        75.6337
  201.9996        76.3611
  202.4497        76.5144
  202.8997        76.8125
  203.3497        76.5648
  203.7998        76.6636
  204.2498        76.4121
  204.6998        76.3162
  205.1498        76.6382
  205.5998        76.8456
  206.0499        77.6736
  206.4998        77.6172
  206.9498        76.7744
  207.3997        77.2153
  207.8498        77.6419
  208.2998        76.9395
  208.7498        77.0237
  209.1999        77.3723
  209.6499        77.3663
  210.0999        77.6681
  210.5498        78.0484
  210.9999        77.6626
  211.4498        78.0246
  211.8998        78.3374
  212.3497        78.1137
  212.7998        78.1855
  213.2499        78.4072
  213.6998        78.7370
  214.1499        78.2960
  214.5998        78.8511
  215.0498        78.6123
  215.4997        78.0067
  215.9497        79.0402
  216.3997        78.5122
  216.8497        78.3921
  217.2998        78.7981
  217.7498        78.9781
  218.1999        79.1019
  218.6498        79.0192
  219.0998        79.5701
  219.5497        79.1092
  219.9998        78.9714
  220.4498        79.2250
  220.8999        79.5356
  221.3500        79.5182
  221.8000        79.4632
  222.2500        79.9828
  222.7000        79.6413
  223.1500        79.8882
  223.6000        80.3626
  224.0499        79.0604
  224.4999        79.7251
  224.9500        79.4102
  225.4000        79.5046
  225.8501        79.5204
  226.3001        79.8877
  226.7502        80.5274
  227.2001        80.4575
  227.6501        80.5659
  228.1001        80.1213
  228.5500        80.6217
  229.0002        80.8655
  229.4502        80.8035
  229.9002        80.7397
  230.3502        80.0256
  230.8002        80.3527
  231.2502        81.2686
  231.7002        81.7000
  232.1501        80.9062
  232.6001        81.4746
  233.0500        80.6625
  233.5000        81.4798
  233.9500        80.4734
  234.4000        81.2702
  234.8500        80.8166
  235.3000        81.6983
  235.7500        81.8798
  236.2000        81.9078
  236.6500        81.8623
  237.1001        81.2181
  237.5500        82.0704
  237.9999        82.4096
  238.4499        81.1333
  238.8999        82.4200
  239.3500        82.2531
  239.8000        82.1760
  240.2501        82.2009
  240.7001        82.7061
  241.1502        81.9782
  241.6003        82.5668
  242.0501        82.4601
  242.5001        82.6555
  242.9502        83.1771
  243.4002        82.3235
  243.8502        82.6115
  244.3002        83.1786
  244.7502        82.7400
  245.2002        82.9429
  245.6502        83.0650
  246.1002        82.9298
  246.5502        83.1290
  247.0002        83.3117
  247.4502        83.2311
  247.9003        83.4856
  248.3503        82.6993
  248.8003        83.6449
  249.2505        84.1768
  249.7005        83.8395
  250.1505        83.7420
  250.6005        83.9553
  251.0503        84.0304
  251.5003        83.9958
  251.9503        83.9989
  252.4003        84.2830
  252.8503        83.8564
  253.3004        83.9362
  253.7504        84.4295
  254.2003        83.9409
  254.6503        84.3166
  255.1003        85.0648
  255.5503        84.7985
  256.0003        85.1067
  256.4504        84.1727
  256.9003        84.5817
  257.3503        83.9813
  257.8002        84.3357
  258.2503        84.8031
  258.7004        85.4643
  259.1502        84.9613
  259.6004        85.3711
  260.0507        84.8376
  260.5006        84.4158
  260.9507        84.6773
  261.4008        85.3923
  261.8507        85.4702
  262.3006        85.5329
  262.7503        85.5060
  263.2005        85.2800
  263.6506        85.4293
  264.1005        86.3411
  264.5505        85.7858
  265.0003        86.3879
  265.4501        86.4536
  265.9003        86.0292
  266.3499        85.2881
  266.7999        86.1939
  267.2497        86.0339
  267.6996        86.2686
  268.1498        86.2742
  268.6000        86.3320
  269.0501        86.0356
  269.4999        86.9749
  269.9496        86.7110
  270.3996        86.6686
  270.8495        86.6370
  271.2994        87.0086
  271.7494        86.7235
  272.1993        87.0791
  272.6492        87.0053
  273.0993        87.1240
  273.5493        87.0068
  273.9994        87.4112
  274.4495        87.7172
  274.8994        87.3609
  275.3494        87.5286
  275.7996        87.3834
  276.2498        87.5554
  276.6998        87.1515
  277.1497        87.0622
  277.5999        87.5333
  278.0498        87.9055
  278.5001        87.8472
  278.9502        87.4705
  279.4002        87.8295
  279.8504        87.3857
