 
          Moller measurements: rates/sec and asymmetries
  run    Left   Right Coinc. Accid.    BCM  Clock      Raw.Asymm          Polarization     angl An.Pow Pol.Targ   Polarization L/R    Asym BCM    coil
13036       0       0      0     0.      0.      0   0.0000+/- 0.0000   0.0000+/- 0.0000    20.0  0.760  0.0797   0.0000   0.0000  0.00000 0.00000-15.9
13037  120984   93725  40986   204.  10477. 101769   0.0452+/- 0.0005   0.7932+/- 0.0087    20.0  0.760  0.0797   0.5197   0.5502  0.00028 0.00009 15.4
13039  105766   88304  35298   152.  10433. 101759   0.0454+/- 0.0004   0.7973+/- 0.0068    20.0  0.760  0.0797   0.5326   0.5642  0.00036 0.00008 15.4
13040  106673   87523  35300   153.  10440. 101769  -0.0456+/- 0.0004  -0.8016+/- 0.0072    20.0  0.760  0.0797  -0.5330  -0.5661  0.00030 0.00008-15.9
13041  105157   88604  35185   151.  10442. 101759   0.0453+/- 0.0004   0.7961+/- 0.0073    20.0  0.760  0.0797   0.5335   0.5561  0.00031 0.00007 15.4
13042  106989   86314  35136   150.  10374. 101746  -0.0462+/- 0.0004  -0.8123+/- 0.0073    20.0  0.760  0.0797  -0.5428  -0.5695  0.00027 0.00010-15.9
13043  140365  114828  46922   263.  10324. 101741   0.0422+/- 0.0004   0.7933+/- 0.0076    20.0  0.760  0.0744   0.5368   0.5645  0.00022 0.00007 15.4
13044  142972  113017  46522   260.  10356. 101755  -0.0429+/- 0.0004  -0.8080+/- 0.0074    20.0  0.760  0.0744  -0.5389  -0.5759  0.00053 0.00016-15.9
13045  139070  116367  46763   265.  10327. 101767   0.0420+/- 0.0004   0.7895+/- 0.0070    20.0  0.760  0.0744   0.5332   0.5615  0.00037 0.00013 15.4
13046  141458  114664  46604   266.  10348. 101769  -0.0431+/- 0.0004  -0.8106+/- 0.0071    20.0  0.760  0.0744  -0.5446  -0.5682  0.00012 0.00016-15.9
13047  220686  181416  73172   653.  10269. 101776   0.0425+/- 0.0003   0.7805+/- 0.0063    20.0  0.760  0.0762   0.5152   0.5469  0.00037 0.00011 15.4
13048  224232  177394  72731   647.  10264. 101748  -0.0429+/- 0.0004  -0.7884+/- 0.0067    20.0  0.760  0.0762  -0.5211  -0.5574  0.00037 0.00012-15.9
13049  222839  182442  73278   662.  10358. 101744   0.0417+/- 0.0004   0.7658+/- 0.0071    20.0  0.760  0.0762   0.5121   0.5473  0.00001 0.00028 15.4
13050  227360  180745  74215   668.  10449. 101749  -0.0422+/- 0.0004  -0.7752+/- 0.0065    20.0  0.760  0.0762  -0.5153  -0.5519  0.00032 0.00008-15.9
13051  472575  399765 158226  3049.  10312. 101769   0.0469+/- 0.0002   0.7999+/- 0.0038    20.0  0.760  0.0821   0.5259   0.5529  0.00025 0.00015 15.4
13052  481822  396239 158622  3084.  10394. 101762  -0.0472+/- 0.0002  -0.8050+/- 0.0032    20.0  0.760  0.0821  -0.5214  -0.5530  0.00037 0.00006-15.9
