 
          Moller measurements: rates/sec and asymmetries
  run    Left   Right Coinc. Accid.    BCM  Clock      Raw.Asymm          Polarization     angl An.Pow Pol.Targ   Polarization L/R    Asym BCM    coil
13291  352210  238311  44073  1428.  11960. 103276   0.0497+/- 0.0004   0.8793+/- 0.0068    20.5  0.760  0.0794   0.3313   0.4328  0.00004 0.00021-15.9
13292  289231  212891  39868  1073.  11822. 103278  -0.0506+/- 0.0004  -0.8857+/- 0.0063    20.5  0.760  0.0803  -0.3763  -0.4620 -0.00015 0.00008 15.4
13293  257461  196431  34631   894.  11699. 103272   0.0506+/- 0.0004   0.8862+/- 0.0062    20.5  0.760  0.0802   0.3818   0.4847 -0.00004 0.00008-15.9
13294  252107  202015  34818   900.  11792. 103262  -0.0508+/- 0.0004  -0.8886+/- 0.0061    20.5  0.760  0.0803  -0.3943  -0.4692 -0.00015 0.00009 15.4
13295  287904  203373  38831  1023.  11734. 103260   0.0502+/- 0.0003   0.8789+/- 0.0059    20.5  0.760  0.0803   0.3663   0.4695 -0.00010 0.00009-15.9
13296  278110  206753  38595  1005.  11700. 103263  -0.0499+/- 0.0003  -0.8722+/- 0.0059    20.5  0.760  0.0803  -0.3764  -0.4608 -0.00019 0.00008 15.4
13297  385086  272861  52571  1834.  11654. 102977   0.0477+/- 0.0003   0.8905+/- 0.0054    20.5  0.760  0.0752   0.3738   0.4903 -0.00032 0.00009-15.9
13298  372897  277580  52090  1801.  11593. 102960  -0.0473+/- 0.0003  -0.8868+/- 0.0055    20.5  0.760  0.0749  -0.3804  -0.4651 -0.00005 0.00014 15.4
13299  382100  270196  52031  1797.  11539. 103024   0.0478+/- 0.0003   0.8920+/- 0.0055    20.5  0.760  0.0752   0.3844   0.4849 -0.00086 0.00012-15.9
13300  371245  276058  51796  1782.  11534. 103252  -0.0466+/- 0.0003  -0.8749+/- 0.0055    20.5  0.760  0.0749  -0.3718  -0.4552 -0.00047 0.00010 15.4
