 
          Moller measurements: rates/sec and asymmetries
  run    Left   Right Coinc. Accid.    BCM  Clock      Raw.Asymm          Polarization     angl An.Pow Pol.Targ   Polarization L/R    Asym BCM    coil
13502  168445  138378  46653   409.  16523. 101182   0.0515+/- 0.0003   0.9008+/- 0.0052    20.5  0.760  0.0803   0.5663   0.6264  0.00001 0.00007 15.4
13503  170108  134886  45802   400.  16491. 101176  -0.0518+/- 0.0003  -0.9070+/- 0.0052    20.5  0.760  0.0803  -0.5652  -0.6316  0.00002 0.00006-15.9
13504  167145  137246  45807   401.  16490. 101169   0.0514+/- 0.0003   0.8981+/- 0.0053    20.5  0.760  0.0803   0.5677   0.6208  0.00017 0.00014 15.4
13505  169301  134583  45653   400.  16443. 101166  -0.0518+/- 0.0003  -0.9070+/- 0.0053    20.5  0.760  0.0803  -0.5644  -0.6245  0.00002 0.00007-15.9
13506  218112  178844  60297   676.  16411. 101163   0.0475+/- 0.0003   0.8906+/- 0.0050    20.5  0.760  0.0750   0.5659   0.6183  0.00025 0.00018 15.4
13507  220647  174207  59919   666.  16303. 101160  -0.0475+/- 0.0003  -0.8869+/- 0.0053    20.5  0.760  0.0753  -0.5559  -0.6200  0.00016 0.00014-15.9
13508  218271  179898  60548   684.  16466. 101151   0.0479+/- 0.0003   0.8975+/- 0.0049    20.5  0.760  0.0750   0.5645   0.6162  0.00000 0.00006 15.4
13509  219922  174865  59836   667.  16324. 101148  -0.0481+/- 0.0003  -0.8984+/- 0.0050    20.5  0.760  0.0753  -0.5610  -0.6230  0.00008 0.00012-15.9
13510  248195  199299  68587   856.  11064. 101147   0.0478+/- 0.0002   0.8906+/- 0.0046    20.5  0.760  0.0755   0.5547   0.6151  0.00008 0.00008 15.4
13511  246502  205062  69788   874.  11164. 101140  -0.0482+/- 0.0002  -0.8939+/- 0.0045    20.5  0.760  0.0757  -0.5648  -0.6115  0.00006 0.00008-15.9
13512  241761  208452  69693   872.  11149. 101138   0.0481+/- 0.0002   0.8954+/- 0.0045    20.5  0.760  0.0755   0.5656   0.6102  0.00007 0.00008 15.4
13513  247583  205663  70052   884.  11205. 101140  -0.0479+/- 0.0002  -0.8881+/- 0.0045    20.5  0.760  0.0757  -0.5588  -0.6108  0.00006 0.00010-15.9
13514  341466  285751  96629  1687.   7148. 101139   0.0524+/- 0.0002   0.8957+/- 0.0036    20.5  0.760  0.0822   0.5484   0.5986  0.00059 0.00050 15.4
13515  344902  276172  95491  1643.   7076. 101137  -0.0523+/- 0.0002  -0.8952+/- 0.0036    20.5  0.760  0.0821  -0.5461  -0.5992  0.00014 0.00056-15.9
13516  341378  282510  95998  1664.   7121. 101138   0.0525+/- 0.0002   0.8995+/- 0.0036    20.5  0.760  0.0821   0.5502   0.5991  0.00040 0.00059 15.4
13517  329513  261640  90500  1492.   6733. 101136  -0.0523+/- 0.0002  -0.8948+/- 0.0038    20.5  0.760  0.0821  -0.5417  -0.6019  0.00032 0.00068-15.9
