 
          Moller measurements: rates/sec and asymmetries
  run    Left   Right Coinc. Accid.    BCM  Clock      Raw.Asymm          Polarization     angl An.Pow Pol.Targ   Polarization L/R    Asym BCM    coil
13247  311089  239285  98891  1307.  24772. 102008   0.0363+/- 0.0004   0.6347+/- 0.0072    20.5  0.760  0.0803   0.3806   0.4153  0.00035 0.00025-15.9
13252  247919  210016  81365   862.  25143. 101994  -0.0383+/- 0.0002  -0.6704+/- 0.0040    20.5  0.760  0.0803  -0.4451  -0.4644  0.00023 0.00017 15.4
13253  262269  203205  81997   869.  25118. 102003   0.0372+/- 0.0002   0.6507+/- 0.0040    20.5  0.760  0.0803   0.4299   0.4569  0.00020 0.00012-15.9
13254  256713  199521  82983   830.  24815. 102011  -0.0380+/- 0.0002  -0.6650+/- 0.0039    20.5  0.760  0.0803  -0.4335  -0.4637  0.00024 0.00007 15.4
13255  254557  195661  82280   815.  24576. 102004   0.0374+/- 0.0002   0.6542+/- 0.0039    20.5  0.760  0.0802   0.4269   0.4623  0.00027 0.00007-15.9
13256  247253  128868  81661   775.  24365. 102016  -0.0374+/- 0.0002  -0.6546+/- 0.0039    20.5  0.760  0.0803  -0.4311  -0.6501  0.00019 0.00010 15.4
13257  251066  126675  80390   763.  24241. 102003   0.0376+/- 0.0002   0.6576+/- 0.0040    20.5  0.760  0.0802   0.4345   0.6510  0.00023 0.00013-15.9
13258  245704  127011  80355   754.  24135. 101992  -0.0374+/- 0.0002  -0.6549+/- 0.0040    20.5  0.760  0.0803  -0.4298  -0.6458  0.00021 0.00007 15.4
13259  248529  125459  79633   748.  23983. 101979   0.0375+/- 0.0002   0.6556+/- 0.0040    20.5  0.760  0.0802   0.4305   0.6481  0.00019 0.00008-15.9
13260  322577  254521 106405  1340.  23779. 101994  -0.0340+/- 0.0002  -0.6376+/- 0.0037    20.5  0.760  0.0749  -0.4225  -0.4478  0.00030 0.00009 15.4
13261  330431  251180 106634  1349.  23963. 101987   0.0349+/- 0.0002   0.6521+/- 0.0037    20.5  0.760  0.0753   0.4276   0.4562  0.00018 0.00013-15.9
13262  331853  260209 109301  1405.  24490. 101978  -0.0342+/- 0.0002  -0.6409+/- 0.0037    20.5  0.760  0.0749  -0.4212  -0.4539  0.00026 0.00011 15.4
13263  338558  254971 108416  1402.  24502. 101982   0.0346+/- 0.0002   0.6454+/- 0.0038    20.5  0.760  0.0753   0.4225   0.4534  0.00032 0.00012-15.9
13264  241969  188536  78385   744.  24472. 101998  -0.0372+/- 0.0002  -0.6511+/- 0.0041    20.5  0.760  0.0803  -0.4306  -0.4558  0.00019 0.00008 15.4
13265  273024  206087  86631   921.  27579. 101998   0.0375+/- 0.0002   0.6564+/- 0.0039    20.5  0.760  0.0802   0.4291   0.4605  0.00026 0.00010-15.9
