 
          Moller measurements: rates/sec and asymmetries
  run    Left   Right Coinc. Accid.    BCM  Clock      Raw.Asymm          Polarization     angl An.Pow Pol.Targ   Polarization L/R    Asym BCM    coil
13331       0       0      0     0.      0.      0   0.0000+/- 0.0000   0.0000+/- 0.0000    20.5  0.760  0.0000   0.0000   0.0000  0.00000 0.00000 15.5
13332  318817  155432  61887   864.  18068. 101708   0.0454+/- 0.0003   0.7962+/- 0.0058    20.5  0.760  0.0802   0.3970   0.5501  0.00099 0.00131-15.9
13333  324861  164215  64728   921.  18816. 101688  -0.0454+/- 0.0003  -0.7944+/- 0.0045    20.5  0.760  0.0802  -0.4048  -0.5421  0.00015 0.00018 15.5
13334  334556  164036  65672   950.  18965. 101691   0.0461+/- 0.0003   0.8072+/- 0.0050    20.5  0.760  0.0802   0.3986   0.5516  0.00026 0.00013-15.9
13335  328519  166398  65812   946.  18991. 101701  -0.0458+/- 0.0003  -0.8020+/- 0.0044    20.5  0.760  0.0802  -0.4065  -0.5383  0.00028 0.00013 15.5
13336  124470  161935  27337   346.  18798. 101764   0.0469+/- 0.0009   0.8216+/- 0.0159    20.5  0.760  0.0802   0.5019   0.5544  0.00038 0.00027-15.9
13337  265763  211398  75420  1008.  19160. 102699  -0.0437+/- 0.0005  -0.7654+/- 0.0095    20.5  0.760  0.0803  -0.4466  -0.4892 -0.00076 0.00071 15.5
13338  273956  210709  76635  1030.  19335. 102761   0.0454+/- 0.0003   0.7942+/- 0.0044    20.5  0.760  0.0802   0.4530   0.5103  0.00031 0.00015-15.9
13339  268468  213383  76303  1025.  19335. 102639  -0.0450+/- 0.0002  -0.7871+/- 0.0041    20.5  0.760  0.0803  -0.4515  -0.5014  0.00001 0.00013 15.5
13340  273577  210462  76361  1032.  19400. 102298   0.0437+/- 0.0003   0.7647+/- 0.0045    20.5  0.760  0.0802   0.4180   0.4761  0.00251 0.00015-15.9
13341  268876  213316  76435  1038.  19332. 101849  -0.0459+/- 0.0005  -0.8042+/- 0.0082    20.5  0.760  0.0802  -0.4742  -0.5223  0.00105 0.00027 15.5
13342  271306  209115  75845  1019.  19190. 101712   0.0459+/- 0.0004   0.8035+/- 0.0074    20.5  0.760  0.0802   0.4487   0.5168  0.00025 0.00021-15.9
13343  361865  288031 104018  1870.  19289. 101707  -0.0416+/- 0.0002  -0.7793+/- 0.0042    20.5  0.760  0.0750  -0.4546  -0.4998  0.00033 0.00015 15.5
13344  366268  283473 103765  1863.  19234. 101690   0.0418+/- 0.0002   0.7800+/- 0.0038    20.5  0.760  0.0753   0.4466   0.5056  0.00038 0.00014-15.9
13345  359587  286919 103549  1849.  19167. 101682  -0.0420+/- 0.0002  -0.7871+/- 0.0038    20.5  0.760  0.0750  -0.4576  -0.5035  0.00032 0.00013 15.5
13346  365691  282739 103585  1860.  19186. 101685   0.0421+/- 0.0002   0.7858+/- 0.0038    20.5  0.760  0.0753   0.4498   0.5049  0.00043 0.00014-15.9
13347  358842  285544 103211  1836.  19087. 101694  -0.0417+/- 0.0002  -0.7816+/- 0.0038    20.5  0.760  0.0750  -0.4563  -0.5022  0.00023 0.00018 15.5
