 
          Moller measurements: rates/sec and asymmetries
  run    Left   Right Coinc. Accid.    BCM  Clock      Raw.Asymm          Polarization     angl An.Pow Pol.Targ   Polarization L/R    Asym BCM    coil
13303  300438  243289  93523  1311.  23365. 103299   0.0484+/- 0.0004   0.8471+/- 0.0062    20.5  0.760  0.0803   0.5344   0.5644  0.00036 0.00044-15.9
13304  311941  263759  99638  1469.  24727. 103285  -0.0485+/- 0.0002  -0.8489+/- 0.0036    20.5  0.760  0.0803  -0.5360  -0.5615  0.00058 0.00024 15.4
13305  314988  256655  99174  1445.  24499. 103292   0.0485+/- 0.0002   0.8572+/- 0.0037    20.5  0.760  0.0795   0.5396   0.5726  0.00051 0.00028  0.0
13306  278244  234730  88823  1171.  21647. 103015  -0.0477+/- 0.0004  -0.8425+/- 0.0062    20.5  0.760  0.0795  -0.5330  -0.5656  0.00046 0.00033  0.0
13308  799475 1040819 309912 41479.  18844. 103303   0.0269+/- 0.0003   0.4705+/- 0.0045    20.5  0.760  0.0803   0.3195   0.2435  0.00044 0.00039-15.9
13309  242618  207756  76944   902.  18417. 103286  -0.0477+/- 0.0002  -0.8333+/- 0.0041    20.5  0.760  0.0803  -0.5229  -0.5405  0.00060 0.00036 15.4
13310  243388  199309  76119   882.  18216. 103291   0.0479+/- 0.0002   0.8387+/- 0.0041    20.5  0.760  0.0803   0.5255   0.5555  0.00069 0.00176-15.9
13311  323180  272070 104458  1571.  25550. 103281  -0.0485+/- 0.0002  -0.8476+/- 0.0035    20.5  0.760  0.0803  -0.5364  -0.5648  0.00061 0.00020 15.4
13312  328132  267714 104465  1565.  25464. 103294   0.0483+/- 0.0002   0.8457+/- 0.0035    20.5  0.760  0.0803   0.5346   0.5682  0.00051 0.00028-15.9
13313  406698  344475 133764  2493.  24335. 103282  -0.0450+/- 0.0002  -0.8434+/- 0.0036    20.5  0.760  0.0750  -0.5348  -0.5610  0.00056 0.00027 15.4
13314  395634  326123 128173  2297.  23215. 103294   0.0452+/- 0.0002   0.8432+/- 0.0034    20.5  0.760  0.0753   0.5321   0.5642  0.00059 0.00031-15.9
13315  374971  320006 123017  2139.  22301. 103290  -0.0447+/- 0.0002  -0.8383+/- 0.0035    20.5  0.760  0.0750  -0.5371  -0.5624  0.00062 0.00019 15.4
13316  364344  302153 117912  1964.  21318. 103284   0.0446+/- 0.0002   0.8325+/- 0.0035    20.5  0.760  0.0753   0.5270   0.5612  0.00065 0.00031-15.9
