 
          Moller measurements: rates/sec and asymmetries
  run    Left   Right Coinc. Accid.    BCM  Clock      Raw.Asymm          Polarization     angl An.Pow Pol.Targ   Polarization L/R    Asym BCM    coil
13174  189826  158240  61389   489.  19733. 101857  -0.0468+/- 0.0002  -0.8177+/- 0.0032    20.5  0.760  0.0803  -0.5463  -0.5749  0.00013 0.00007 15.3
13175  193376  156805  61758   490.  19891. 101875   0.0464+/- 0.0002   0.8127+/- 0.0032    20.5  0.760  0.0803   0.5437   0.5703  0.00010 0.00005-15.9
13176  255078  213791  83025   879.  20449. 101863  -0.0436+/- 0.0002  -0.8183+/- 0.0030    20.5  0.760  0.0749  -0.5452  -0.5795  0.00007 0.00003 15.3
13177  258486  209851  82405   875.  20439. 101859   0.0433+/- 0.0002   0.8086+/- 0.0030    20.5  0.760  0.0753   0.5412   0.5716  0.00020 0.00009-15.9
13178  255537  214393  83227   883.  20530. 101862  -0.0432+/- 0.0002  -0.8103+/- 0.0030    20.5  0.760  0.0749  -0.5426  -0.5705  0.00007 0.00004 15.3
13179  258311  209888  82453   873.  20417. 101860   0.0432+/- 0.0002   0.8059+/- 0.0030    20.5  0.760  0.0753   0.5378   0.5684  0.00008 0.00003-15.9
13180  193614  162799  63304   512.  19930. 101865  -0.0417+/- 0.0002  -0.7284+/- 0.0031    20.5  0.760  0.0803  -0.4889  -0.5140  0.00007 0.00005 15.3
13181  196053  159185  62612   505.  19897. 101859   0.0413+/- 0.0002   0.7234+/- 0.0032    20.5  0.760  0.0803   0.4816   0.5127  0.00001 0.00008-15.9
13182  249419  209944  81988   842.  19762. 101877  -0.0380+/- 0.0002  -0.7130+/- 0.0030    20.5  0.760  0.0749  -0.4756  -0.5054  0.00009 0.00004 15.3
13183  251782  205894  81428   834.  19699. 101880   0.0370+/- 0.0002   0.6904+/- 0.0030    20.5  0.760  0.0753   0.4614   0.4886  0.00011 0.00005-15.9
13184  246997  208705  81460   834.  19705. 101856  -0.0374+/- 0.0002  -0.7011+/- 0.0030    20.5  0.760  0.0749  -0.4699  -0.4943  0.00008 0.00008 15.3
13185  249776  204225  80713   823.  19580. 101868   0.0383+/- 0.0002   0.7140+/- 0.0030    20.5  0.760  0.0753   0.4753   0.5057  0.00005 0.00005-15.9
13186  192773  162388  63053   506.  19866. 101881  -0.0419+/- 0.0002  -0.7323+/- 0.0032    20.5  0.760  0.0803  -0.4906  -0.5174  0.00005 0.00008 15.3
13187  197087  160249  63149   515.  20046. 101859   0.0419+/- 0.0002   0.7324+/- 0.0032    20.5  0.760  0.0803   0.4838   0.5135  0.00022 0.00011-15.9
13189  255123  207713  83121   856.  20079. 101860   0.0392+/- 0.0002   0.7317+/- 0.0030    20.5  0.760  0.0753   0.4861   0.5173  0.00001 0.00009-15.9
13190  250873  210869  83407   857.  20054. 101875  -0.0394+/- 0.0002  -0.7392+/- 0.0030    20.5  0.760  0.0749  -0.4957  -0.5229  0.00007 0.00007 15.4
