 
          Moller measurements: rates/sec and asymmetries
  run    Left   Right Coinc. Accid.    BCM  Clock      Raw.Asymm          Polarization     angl An.Pow Pol.Targ   Polarization L/R    Asym BCM    coil
13349  230620  177228  65469   735.  16017. 101649   0.0508+/- 0.0003   0.8995+/- 0.0045    20.5  0.760  0.0793   0.5162   0.5822  0.00029 0.00014 15.4
13350  231067  171850  64295   718.  15770. 101646  -0.0506+/- 0.0003  -0.8860+/- 0.0044    20.5  0.760  0.0803  -0.5040  -0.5822  0.00031 0.00014-15.9
13351  222860  170618  62865   684.  15439. 101651   0.0507+/- 0.0003   0.8868+/- 0.0045    20.5  0.760  0.0803   0.5042   0.5676  0.00033 0.00012 15.4
13352  228270  166382  62884   687.  15447. 101651  -0.0504+/- 0.0003  -0.8825+/- 0.0054    20.5  0.760  0.0803  -0.5001  -0.5789  0.00047 0.00022-15.9
13353  225075  173408  63902   706.  15645. 101650   0.0508+/- 0.0003   0.8882+/- 0.0044    20.5  0.760  0.0803   0.5088   0.5741  0.00030 0.00011 15.4
13354  306737  227273  85927  1252.  15420. 101650  -0.0471+/- 0.0002  -0.8787+/- 0.0041    20.5  0.760  0.0753  -0.4941  -0.5749  0.00030 0.00013-15.9
13355  295664  226293  84042  1201.  15086. 101639   0.0468+/- 0.0002   0.8771+/- 0.0042    20.5  0.760  0.0750   0.5000   0.5682  0.00054 0.00020 15.4
13356  301417  223432  84290  1214.  15132. 101637  -0.0468+/- 0.0002  -0.8742+/- 0.0042    20.5  0.760  0.0753  -0.4971  -0.5728  0.00040 0.00017-15.9
13357  299252  228440  84989  1228.  15266. 101628   0.0462+/- 0.0002   0.8777+/- 0.0043    20.5  0.760  0.0739   0.5053   0.5719  0.00036 0.00012 15.4
13358  349149  259512  98583  1618.  17737. 101634   0.0463+/- 0.0002   0.8645+/- 0.0039    20.5  0.760  0.0753   0.4906   0.5673  0.00040 0.00021-15.9
13359  333436  254792  95313  1521.  17137. 101624  -0.0465+/- 0.0002  -0.8708+/- 0.0040    20.5  0.760  0.0749  -0.5007  -0.5642  0.00020 0.00018 15.4
13360  337603  252884  95643  1534.  17157. 101625   0.0467+/- 0.0002   0.8723+/- 0.0040    20.5  0.760  0.0753   0.4947   0.5652  0.00028 0.00017-15.9
13361  340659  257699  97004  1573.  17417. 101620  -0.0465+/- 0.0002  -0.8708+/- 0.0039    20.5  0.760  0.0750  -0.4957  -0.5684  0.00046 0.00019 15.4
13362  251800  187002  70408   846.  17596. 101616   0.0501+/- 0.0002   0.8774+/- 0.0043    20.5  0.760  0.0803   0.4973   0.5711  0.00037 0.00015-15.9
13363  241909  184441  68641   806.  17097. 101614  -0.0500+/- 0.0002  -0.8744+/- 0.0043    20.5  0.760  0.0803  -0.5007  -0.5678  0.00036 0.00017 15.4
13364  243068  179392  67749   787.  16861. 101618   0.0504+/- 0.0002   0.8816+/- 0.0044    20.5  0.760  0.0803   0.4947   0.5744  0.00035 0.00017-15.9
13365  241027  185354  68698   803.  17060. 101614  -0.0498+/- 0.0003  -0.8713+/- 0.0044    20.5  0.760  0.0803  -0.5067  -0.5654  0.00039 0.00015 15.4
13366  249058  183219  69446   819.  17279. 101606   0.0499+/- 0.0002   0.8730+/- 0.0043    20.5  0.760  0.0803   0.4925   0.5716  0.00034 0.00015-15.9
13367  241454  181585  68069   789.  16905. 101605  -0.0506+/- 0.0002  -0.8848+/- 0.0043    20.5  0.760  0.0803  -0.4989  -0.5739  0.00042 0.00015 15.4
13368  241842  179345  67699   778.  16777. 101600   0.0503+/- 0.0002   0.8797+/- 0.0043    20.5  0.760  0.0803   0.4996   0.5728  0.00022 0.00016-15.9
13369  214926  163119  60802   632.  14952. 101603   0.0502+/- 0.0003   0.8785+/- 0.0046    20.5  0.760  0.0803   0.5036   0.5674  0.00043 0.00014 15.4
13370  245681  180571  68582   798.  16994. 101601   0.0502+/- 0.0002   0.8788+/- 0.0043    20.5  0.760  0.0803   0.5001   0.5738  0.00040 0.00017-15.9
13371  209047  156749  58771   591.  14379. 101606   0.0506+/- 0.0003   0.8844+/- 0.0047    20.5  0.760  0.0803   0.5012   0.5716  0.00078 0.00030 15.4
13372  244582  179598  68342   792.  16853. 101613   0.0499+/- 0.0002   0.8736+/- 0.0043    20.5  0.760  0.0803   0.4917   0.5768  0.00031 0.00015-15.9
