 
          Moller measurements: rates/sec and asymmetries
  run    Left   Right Coinc. Accid.    BCM  Clock      Raw.Asymm          Polarization     angl An.Pow Pol.Targ   Polarization L/R    Asym BCM    coil
13114  217684  199652  68349   775.  20180. 101934   0.0441+/- 0.0004   0.7716+/- 0.0071    20.5  0.760  0.0803   0.4709   0.4574 -0.00041 0.00009 15.3
13115  191690  182386  59073   561.  20202. 101930  -0.0443+/- 0.0003  -0.7756+/- 0.0047    20.5  0.760  0.0803  -0.4892  -0.4790 -0.00049 0.00006-15.9
13116  187594  186784  59175   566.  20176. 101925   0.0434+/- 0.0003   0.7595+/- 0.0058    20.5  0.760  0.0803   0.4798   0.4659 -0.00062 0.00013 15.4
13117  197284  183118  61472   577.  20622. 101933  -0.0436+/- 0.0003  -0.7624+/- 0.0045    20.5  0.760  0.0803  -0.4895  -0.4814 -0.00049 0.00006-15.9
13118  189039  184034  60613   558.  20364. 101917   0.0430+/- 0.0003   0.7512+/- 0.0045    20.5  0.760  0.0803   0.4812   0.4776 -0.00048 0.00008 15.4
13119  191099  180699  60534   554.  20237. 101907  -0.0430+/- 0.0003  -0.7518+/- 0.0045    20.5  0.760  0.0803  -0.4836  -0.4797 -0.00049 0.00008-15.9
13120  190384  187916  60627   578.  20184. 101919   0.0431+/- 0.0003   0.7542+/- 0.0047    20.5  0.760  0.0803   0.4705   0.4670 -0.00049 0.00010 15.4
13121  251133  231930  80407   932.  19927. 101909  -0.0405+/- 0.0002  -0.7559+/- 0.0042    20.5  0.760  0.0753  -0.4920  -0.4953 -0.00051 0.00006-15.9
13122  248772  234334  80092   934.  20011. 101925   0.0408+/- 0.0002   0.7643+/- 0.0043    20.5  0.760  0.0749   0.5025   0.5074 -0.00047 0.00012 15.3
13123  251116  229019  79957   916.  19985. 101913  -0.0411+/- 0.0002  -0.7667+/- 0.0042    20.5  0.760  0.0753  -0.5009  -0.5099 -0.00049 0.00006-15.9
13124  246767  234812  80441   928.  20091. 101929   0.0405+/- 0.0002   0.7591+/- 0.0042    20.5  0.760  0.0749   0.4981   0.5038 -0.00048 0.00007 15.4
13125  413943  385913 135440  2539.   9577. 101899  -0.0445+/- 0.0002  -0.7593+/- 0.0037    20.5  0.760  0.0824  -0.4872  -0.5039 -0.00052 0.00009-15.9
13126  404392  391956 134524  2531.   9515. 101900   0.0440+/- 0.0002   0.7523+/- 0.0037    20.5  0.760  0.0822   0.4852   0.4959 -0.00045 0.00007 15.4
13127  410490  385346 134881  2522.   9522. 101914  -0.0442+/- 0.0002  -0.7545+/- 0.0037    20.5  0.760  0.0824  -0.4905  -0.5061 -0.00045 0.00008-15.9
13128  409396  394956 135599  2580.   9544. 101912   0.0444+/- 0.0002   0.7575+/- 0.0037    20.5  0.760  0.0823   0.4876   0.4983 -0.00039 0.00010 15.4
