 
          Moller measurements: rates/sec and asymmetries
  run    Left   Right Coinc. Accid.    BCM  Clock      Raw.Asymm          Polarization     angl An.Pow Pol.Targ   Polarization L/R    Asym BCM    coil
12959  131668  104594  43103   221.   9391. 101574   0.0390+/- 0.0005   0.7338+/- 0.0098    20.0  0.760  0.0744   0.4875   0.5172 -0.00003 0.00018 15.4
12960  133697  103599  43704   229.   9445. 101572  -0.0392+/- 0.0005  -0.7383+/- 0.0101    20.0  0.760  0.0744  -0.5042  -0.5311 -0.00022 0.00021-17.2
12961  202336  160578  66752   527.   9199. 101572   0.0396+/- 0.0004   0.7272+/- 0.0066    20.0  0.760  0.0762   0.4773   0.5167 -0.00030 0.00017 15.4
12962  208390  163796  68418   553.   9384. 101568  -0.0406+/- 0.0004  -0.7456+/- 0.0065    20.0  0.760  0.0762  -0.4882  -0.5200 -0.00008 0.00015-17.2
12963  207804  169538  69359   572.   9547. 101582   0.0390+/- 0.0004   0.7162+/- 0.0065    20.0  0.760  0.0762   0.4764   0.5047 -0.00025 0.00026 15.4
12964  211433  167731  69864   579.   9551. 101580  -0.0393+/- 0.0004  -0.7220+/- 0.0065    20.0  0.760  0.0762  -0.4763  -0.5023  0.00007 0.00030-17.2
12965  469579  381448 153986  2873.  10007. 101578   0.0434+/- 0.0003   0.7400+/- 0.0048    20.0  0.760  0.0821   0.4756   0.5130 -0.00013 0.00020 15.4
12966  474996  377299 155320  2870.  10038. 101579  -0.0439+/- 0.0003  -0.7490+/- 0.0048    20.0  0.760  0.0821  -0.4753  -0.5169 -0.00012 0.00020-17.2
12967  477435  387945 158978  2972.  10217. 101576   0.0437+/- 0.0003   0.7458+/- 0.0044    20.0  0.760  0.0821   0.4822   0.5108 -0.00017 0.00013 15.4
12968  480014  374872 154196  2891.  10053. 101585  -0.0436+/- 0.0003  -0.7436+/- 0.0048    20.0  0.760  0.0821  -0.4803  -0.5166 -0.00008 0.00021-17.2
