 
          Moller measurements: rates/sec and asymmetries
  run    Left   Right Coinc. Accid.    BCM  Clock      Raw.Asymm          Polarization     angl An.Pow Pol.Targ   Polarization L/R    Asym BCM    coil
12935  129103   97127  43961   221.  10154. 101560   0.0430+/- 0.0004   0.7547+/- 0.0067    20.0  0.760  0.0797   0.4692   0.5082 -0.00037 0.00024 15.4
12936  131945   97854  44668   229.  10336. 101557  -0.0423+/- 0.0004  -0.7431+/- 0.0064    20.0  0.760  0.0797  -0.4629  -0.5067 -0.00005 0.00030-17.2
12937  124625   95361  42841   209.   9899. 101556   0.0422+/- 0.0004   0.7408+/- 0.0066    20.0  0.760  0.0797   0.4701   0.4903 -0.00027 0.00018 15.4
12938  127422   94317  42931   213.   9949. 101569  -0.0422+/- 0.0004  -0.7418+/- 0.0066    20.0  0.760  0.0797  -0.4688  -0.4971 -0.00014 0.00023-17.2
12939  110629   84925  39317   172.   9308. 101567   0.0428+/- 0.0004   0.7522+/- 0.0068    20.0  0.760  0.0797   0.4940   0.5205 -0.00021 0.00026 15.4
12940  110779   82448  38585   166.   9178. 101563  -0.0432+/- 0.0004  -0.7588+/- 0.0067    20.0  0.760  0.0797  -0.4938  -0.5314 -0.00018 0.00020-17.2
12941  114245   87323  40411   179.   9624. 101569   0.0433+/- 0.0003   0.7605+/- 0.0061    20.0  0.760  0.0797   0.4968   0.5285 -0.00014 0.00022 15.4
12942  118763   88616  41413   190.   9905. 101564  -0.0439+/- 0.0004  -0.7708+/- 0.0068    20.0  0.760  0.0797  -0.5011  -0.5379 -0.00009 0.00027-17.2
12943  107859   86730  37772   152.  10216. 101559   0.0424+/- 0.0004   0.7449+/- 0.0071    20.0  0.760  0.0797   0.5004   0.5299 -0.00022 0.00016 15.4
12944  111603   77660  34805   141.   9994. 101564  -0.0423+/- 0.0004  -0.7440+/- 0.0078    20.0  0.760  0.0797  -0.4849  -0.5351 -0.00002 0.00032-17.2
12945  103445   82552  33524   139.   9895. 101577   0.0427+/- 0.0004   0.7497+/- 0.0070    20.0  0.760  0.0797   0.4999   0.5224 -0.00022 0.00019 15.4
12946  100286   78910  32549   129.   9457. 101572  -0.0428+/- 0.0004  -0.7514+/- 0.0075    20.0  0.760  0.0797  -0.5091  -0.5336 -0.00012 0.00030-17.2
12947      15      11      4     0.    390. 103783   0.0698+/- 0.0320   1.2256+/- 0.5626    20.0  0.760  0.0797   0.4721  -0.0054  0.00251 0.01234 15.4
12948   23731   53228   2841    19.  10106. 101571  -0.0402+/- 0.0020  -0.7057+/- 0.0347    20.0  0.760  0.0797  -0.4920  -0.5338 -0.00031 0.00033-17.2
12949   85948   83791  27123   110.  10714. 101562   0.0434+/- 0.0004   0.7621+/- 0.0076    20.0  0.760  0.0797   0.5271   0.5393 -0.00020 0.00013 15.4
12950   81395   76252  25190    95.   9902. 101576  -0.0424+/- 0.0005  -0.7442+/- 0.0086    20.0  0.760  0.0797  -0.5041  -0.5308 -0.00033 0.00024-17.2
12951   76329   75150  24769    90.   9457. 101575   0.0422+/- 0.0005   0.7411+/- 0.0087    20.0  0.760  0.0797   0.5115   0.5263  0.00000 0.00024 15.4
12952   77849   73155  24225    88.   9440. 101572  -0.0428+/- 0.0004  -0.7521+/- 0.0071    20.0  0.760  0.0797  -0.5167  -0.5352 -0.00011 0.00010-17.2
12954  101415   79920  33332    71.   9509. 101561  -0.0415+/- 0.0005  -0.7292+/- 0.0083    20.0  0.760  0.0797  -0.4944  -0.5196  0.00005 0.00021-17.2
12955  101362   82574  33898    74.   9678. 101570   0.0423+/- 0.0004   0.7433+/- 0.0074    20.0  0.760  0.0797   0.4948   0.5257 -0.00018 0.00015 15.4
12957  139556  114729  47029   261.  10166. 101564   0.0392+/- 0.0003   0.7386+/- 0.0065    20.0  0.760  0.0744   0.4983   0.5213 -0.00025 0.00025 15.4
12958  135893  105952  44137   235.   9621. 101577  -0.0402+/- 0.0003  -0.7557+/- 0.0066    20.0  0.760  0.0744  -0.5068  -0.5322 -0.00025 0.00020-17.2
