 
          Moller measurements: rates/sec and asymmetries
  run    Left   Right Coinc. Accid.    BCM  Clock      Raw.Asymm          Polarization     angl An.Pow Pol.Targ   Polarization L/R    Asym BCM    coil
13096  124225   81656  37111   183.  10241. 101884   0.0450+/- 0.0004   0.7902+/- 0.0067    20.0  0.760  0.0797   0.5132   0.5602 -0.00060 0.00009 15.3
13097  532977  360263 150696  3041.  10788. 101888  -0.0471+/- 0.0002  -0.8040+/- 0.0041    20.0  0.760  0.0821  -0.5074  -0.5565 -0.00054 0.00010-15.9
13098  521288  364891 151604  3009.  10720. 101879   0.0464+/- 0.0002   0.7920+/- 0.0040    20.0  0.760  0.0821   0.5039   0.5493 -0.00051 0.00011 15.4
13099  535895  358729 150607  3033.  10813. 101882  -0.0468+/- 0.0002  -0.7974+/- 0.0042    20.0  0.760  0.0821  -0.5071  -0.5530 -0.00059 0.00014-15.9
13100  525043  365123 151704  3036.  10767. 101883   0.0466+/- 0.0002   0.7952+/- 0.0041    20.0  0.760  0.0821   0.5044   0.5508 -0.00061 0.00021 15.4
13101  242201  161120  67918   620.  10719. 101882  -0.0419+/- 0.0003  -0.7708+/- 0.0055    20.0  0.760  0.0762  -0.5060  -0.5446 -0.00057 0.00013-15.9
13102  242937  167312  70458   651.  10906. 101871   0.0424+/- 0.0003   0.7788+/- 0.0054    20.0  0.760  0.0762   0.5067   0.5491 -0.00058 0.00022 15.4
13103  249923  166732  70881   665.  11073. 101881  -0.0414+/- 0.0003  -0.7608+/- 0.0054    20.0  0.760  0.0762  -0.4985  -0.5450 -0.00056 0.00009-15.9
13104  245166  169779  71660   668.  11010. 101883   0.0419+/- 0.0003   0.7698+/- 0.0054    20.0  0.760  0.0762   0.5063   0.5423 -0.00052 0.00010 15.3
13105  201615  133902  57021   434.  19252. 101895  -0.0449+/- 0.0003  -0.7894+/- 0.0049    20.0  0.760  0.0797  -0.5165  -0.5588 -0.00044 0.00029-15.9
13106  203632  140739  59372   460.  19887. 101887   0.0450+/- 0.0003   0.7899+/- 0.0046    20.0  0.760  0.0797   0.5213   0.5619 -0.00067 0.00009 15.4
13107  204894  136489  57859   450.  19663. 101888  -0.0454+/- 0.0003  -0.7983+/- 0.0047    20.0  0.760  0.0797  -0.5165  -0.5633 -0.00066 0.00011-15.9
13108  204599  141268  59439   464.  19867. 101888   0.0444+/- 0.0003   0.7806+/- 0.0046    20.0  0.760  0.0797   0.5146   0.5572 -0.00067 0.00009 15.3
13109  268414  179317  76595   770.  19743. 101869  -0.0418+/- 0.0002  -0.7864+/- 0.0044    20.0  0.760  0.0744  -0.5131  -0.5649 -0.00058 0.00015-15.9
13110  263277  181486  77045   761.  19597. 101888   0.0418+/- 0.0002   0.7867+/- 0.0044    20.0  0.760  0.0744   0.5182   0.5637 -0.00059 0.00012 15.4
13111  265195  176722  75570   752.  19440. 101877  -0.0423+/- 0.0002  -0.7968+/- 0.0044    20.0  0.760  0.0744  -0.5183  -0.5709 -0.00069 0.00010-15.9
13112  261098  179792  76280   750.  19379. 101869   0.0419+/- 0.0002   0.7891+/- 0.0045    20.0  0.760  0.0744   0.5214   0.5626 -0.00060 0.00010 15.3
