 
          Moller measurements: rates/sec and asymmetries
  run    Left   Right Coinc. Accid.    BCM  Clock      Raw.Asymm          Polarization     angl An.Pow Pol.Targ   Polarization L/R    Asym BCM    coil
12899  134252   91299  43633   219.  10945. 101563   0.0427+/- 0.0004   0.7500+/- 0.0078    20.0  0.760  0.0797   0.4846   0.5259 -0.00053 0.00046 15.4
12900  131996   87839  42154   210.  10729. 101568  -0.0432+/- 0.0003  -0.7584+/- 0.0061    20.0  0.760  0.0797  -0.4882  -0.5276 -0.00045 0.00031-17.2
12901  129882   88442  41961   208.  10722. 101561   0.0448+/- 0.0004   0.7872+/- 0.0066    20.0  0.760  0.0797   0.5006   0.5414 -0.00022 0.00036 15.4
12902  132678   87175  41682   210.  10796. 101554  -0.0444+/- 0.0004  -0.7808+/- 0.0067    20.0  0.760  0.0797  -0.5022  -0.5448 -0.00044 0.00033-17.2
12903  174678  119889  56876   376.  10904. 101562   0.0405+/- 0.0003   0.7614+/- 0.0062    20.0  0.760  0.0744   0.4918   0.5307 -0.00065 0.00037 15.4
12904  176992  117086  56127   374.  10883. 101566  -0.0411+/- 0.0003  -0.7730+/- 0.0054    20.0  0.760  0.0744  -0.4966  -0.5405 -0.00055 0.00034-17.2
12905  175398  119313  56704   378.  10922. 101573   0.0410+/- 0.0003   0.7717+/- 0.0055    20.0  0.760  0.0744   0.4958   0.5419 -0.00052 0.00031 15.4
12906  176583  116422  55960   372.  10847. 101574  -0.0410+/- 0.0003  -0.7725+/- 0.0062    20.0  0.760  0.0744  -0.5044  -0.5382 -0.00043 0.00036-17.2
12907  270992  187266  88159   917.  10701. 101566   0.0409+/- 0.0003   0.7520+/- 0.0049    20.0  0.760  0.0762   0.4797   0.5220 -0.00032 0.00040 15.4
12908  276642  183874  88042   916.  10735. 101572  -0.0400+/- 0.0003  -0.7346+/- 0.0058    20.0  0.760  0.0762  -0.4754  -0.5090 -0.00056 0.00046-17.2
12909  266630  184040  86880   881.  10521. 101576   0.0398+/- 0.0003   0.7312+/- 0.0056    20.0  0.760  0.0762   0.4614   0.5032 -0.00056 0.00043 15.4
12910  272156  182287  87117   895.  10585. 101568  -0.0394+/- 0.0003  -0.7244+/- 0.0052    20.0  0.760  0.0762  -0.4606  -0.5039 -0.00030 0.00041-17.2
12911  253217  177251  82228   762.  10568. 101570   0.0391+/- 0.0003   0.7182+/- 0.0048    20.0  0.760  0.0762   0.4690   0.5041 -0.00052 0.00035 15.4
12912  257030  173568  81605   756.  10532. 101564  -0.0401+/- 0.0003  -0.7362+/- 0.0053    20.0  0.760  0.0762  -0.4808  -0.5185 -0.00044 0.00035-17.2
12913  252908  176747  82285   759.  10532. 101563   0.0388+/- 0.0003   0.7139+/- 0.0057    20.0  0.760  0.0762   0.4690   0.5009 -0.00046 0.00031 15.4
12914  255124  174024  81264   747.  10492. 101562  -0.0393+/- 0.0003  -0.7229+/- 0.0058    20.0  0.760  0.0762  -0.4722  -0.5100 -0.00051 0.00037-17.2
12915  119083   82066  38057   168.  10434. 101565   0.0420+/- 0.0004   0.7375+/- 0.0079    20.0  0.760  0.0797   0.4812   0.5189 -0.00008 0.00055 15.4
12916  120023   80240  37943   164.  10306. 101570  -0.0435+/- 0.0004  -0.7637+/- 0.0072    20.0  0.760  0.0797  -0.4883  -0.5380 -0.00020 0.00042-17.2
12917  118365   82194  38249   165.  10353. 101561   0.0426+/- 0.0004   0.7484+/- 0.0067    20.0  0.760  0.0797   0.4935   0.5252 -0.00023 0.00038 15.4
12918  118891   79434  37443   160.  10216. 101563  -0.0427+/- 0.0004  -0.7510+/- 0.0068    20.0  0.760  0.0797  -0.4921  -0.5330 -0.00036 0.00030-17.2
12919   83649   71815  25859    91.  10035. 101565   0.0432+/- 0.0005   0.7592+/- 0.0084    20.0  0.760  0.0797   0.5110   0.5389 -0.00027 0.00032 15.4
12920   85653   70538  25754    94.  10078. 101569  -0.0418+/- 0.0005  -0.7349+/- 0.0084    20.0  0.760  0.0797  -0.4944  -0.5243 -0.00037 0.00032-17.2
12921   83582   71128  25654    92.   9993. 101563   0.0433+/- 0.0005   0.7611+/- 0.0085    20.0  0.760  0.0797   0.5131   0.5358 -0.00036 0.00028 15.4
12922   86829   70935  25989    95.  10171. 101569  -0.0424+/- 0.0005  -0.7445+/- 0.0081    20.0  0.760  0.0797  -0.5119  -0.5412 -0.00041 0.00032-17.2
12923  124672   84732  40503   191.  10270. 101575   0.0429+/- 0.0004   0.7540+/- 0.0067    20.0  0.760  0.0797   0.4836   0.5234 -0.00056 0.00033 15.4
12924  125777   83332  40176   191.  10223. 101558  -0.0420+/- 0.0004  -0.7379+/- 0.0068    20.0  0.760  0.0797  -0.4819  -0.5197 -0.00028 0.00034-17.2
12925  123080   83960  40109   185.  10136. 101558   0.0425+/- 0.0003   0.7466+/- 0.0059    20.0  0.760  0.0797   0.4769   0.5190 -0.00052 0.00030 15.4
12926  124259   81974  39580   183.  10061. 101553  -0.0421+/- 0.0003  -0.7402+/- 0.0057    20.0  0.760  0.0797  -0.4674  -0.5182 -0.00072 0.00027-17.2
12927  119644   81694  39098   176.   9851. 101564   0.0417+/- 0.0004   0.7333+/- 0.0067    20.0  0.760  0.0797   0.4720   0.5061 -0.00042 0.00030 15.4
12928  121496   80025  38738   175.   9845. 101553  -0.0427+/- 0.0004  -0.7495+/- 0.0069    20.0  0.760  0.0797  -0.4806  -0.5183 -0.00036 0.00030-17.2
12929  118325   80650  38648   171.   9734. 101552   0.0415+/- 0.0004   0.7282+/- 0.0069    20.0  0.760  0.0797   0.4723   0.5052 -0.00028 0.00026 15.4
12930  513902  348997 162217  3009.   9780. 101557  -0.0429+/- 0.0002  -0.7322+/- 0.0036    20.0  0.760  0.0821  -0.4639  -0.5070 -0.00042 0.00030-17.2
12931  511371  356712 164224  3057.   9865. 101551   0.0425+/- 0.0002   0.7251+/- 0.0037    20.0  0.760  0.0821   0.4592   0.5018 -0.00041 0.00030 15.4
12932  516354  350117 162883  3037.   9850. 101552  -0.0433+/- 0.0003  -0.7378+/- 0.0046    20.0  0.760  0.0821  -0.4633  -0.5091 -0.00045 0.00035-17.2
12933  512449  360178 165665  3096.   9930. 101565   0.0434+/- 0.0003   0.7409+/- 0.0045    20.0  0.760  0.0821   0.4640   0.5100 -0.00045 0.00030 15.4
