 
          Moller measurements: rates/sec and asymmetries
  run    Left   Right Coinc. Accid.    BCM  Clock      Raw.Asymm          Polarization     angl An.Pow Pol.Targ   Polarization L/R    Asym BCM    coil
13220  179381  165139   5172   473.  27119. 101978   0.0440+/- 0.0019   0.7792+/- 0.0340    20.5  0.760  0.0793   0.5159   0.5447 -0.00005 0.00028 15.3
13221  184290  165840   5261   494.  27217. 101967  -0.0433+/- 0.0016  -0.7668+/- 0.0274    20.5  0.760  0.0794  -0.4919  -0.5499 -0.00006 0.00023-15.9
13222  183828  165722   6085   499.  28049. 101967   0.0446+/- 0.0009   0.7793+/- 0.0164    20.5  0.760  0.0803   0.4899   0.5213 -0.00011 0.00022 15.4
13223  183520  164820   6054   490.  28024. 101973  -0.0468+/- 0.0009  -0.8196+/- 0.0161    20.5  0.760  0.0803  -0.4928  -0.5362  0.00006 0.00016-15.9
13225  258615  210758  84198   876.  28312. 101960  -0.0472+/- 0.0003  -0.8263+/- 0.0060    20.5  0.760  0.0803  -0.5515  -0.5798  0.00024 0.00024-15.9
13226  255412  215208  84442   885.  28521. 101958   0.0462+/- 0.0002   0.8077+/- 0.0039    20.5  0.760  0.0803   0.5408   0.5655  0.00003 0.00017 15.3
13227  259745  211746  84247   883.  28559. 101974  -0.0463+/- 0.0002  -0.8097+/- 0.0039    20.5  0.760  0.0803  -0.5367  -0.5665  0.00008 0.00014-15.9
13228  261733  220703  86802   929.  29372. 101974   0.0460+/- 0.0002   0.8040+/- 0.0038    20.5  0.760  0.0803   0.5345   0.5593  0.00014 0.00018 15.4
13229  264828  216247  86199   920.  29244. 101966  -0.0454+/- 0.0002  -0.7944+/- 0.0039    20.5  0.760  0.0803  -0.5323  -0.5578  0.00008 0.00015-15.9
13230  260769  133895  86507   893.  29207. 101965   0.0454+/- 0.0002   0.7931+/- 0.0040    20.5  0.760  0.0803   0.5273   0.7825 -0.00012 0.00018 15.3
13231  267914  134545  87133   906.  29542. 101973  -0.0454+/- 0.0002  -0.7943+/- 0.0038    20.5  0.760  0.0803  -0.5306  -0.7890  0.00016 0.00015-15.9
13232  350249  295443 117397  1653.  29684. 101983   0.0428+/- 0.0002   0.8019+/- 0.0036    20.5  0.760  0.0749   0.5396   0.5649  0.00008 0.00015 15.4
13233  351212  290867 116508  1639.  29392. 101970  -0.0429+/- 0.0002  -0.8002+/- 0.0036    20.5  0.760  0.0753  -0.5376  -0.5633 -0.00003 0.00018-15.9
13234  342879  287377 114462  1577.  28791. 101961   0.0430+/- 0.0002   0.8065+/- 0.0036    20.5  0.760  0.0749   0.5420   0.5649  0.00006 0.00012 15.3
13235  357166  291027 117536  1663.  29694. 101956  -0.0429+/- 0.0002  -0.8016+/- 0.0035    20.5  0.760  0.0753  -0.5354  -0.5634  0.00012 0.00014-15.9
